nation,seasons_covered,latest_season,players_n,rows_n,minutes_total,matches_total,goals_total,xg_total,np_goals_total,np_xg_total,assists_total,xa_total,shots_total,key_passes_total,xgchain_total,xgbuildup_total,xg_plus_xa_total,npg_plus_xa_total,yellow_cards_total,red_cards_total,market_value_total,market_value_top5_sum,market_value_top3_sum,market_value_top1,market_value_hhi,caps_total,international_goals_total,top1_xg,top3_xg,top5_xg,top1_np_xg,top3_np_xg,top5_np_xg,top1_xg_share,top3_xg_share,top5_xg_share,top1_np_xg_share,top3_np_xg_share,top5_np_xg_share,xg_hhi,np_xg_hhi,players_over_1000_min,players_over_500_min,players_over_250_min,players_xg_gt_1,players_xg_gt_3,players_xg_gt_5,goalkeeper_minutes,defender_minutes,midfield_minutes,attack_minutes,age_mean,age_sd,age_min,age_max,market_value_mean,market_value_sd,caps_mean,caps_sd,international_goals_mean,international_goals_sd,xg_per90_weighted,xa_per90_weighted,shots_per90_weighted,key_passes_per90_weighted,xgchain_per90_weighted,xgbuildup_per90_weighted,goals_per90_weighted,assists_per90_weighted,minutes_per_player,goals_minus_xg,goals_minus_np_xg,xg_per90,np_xg_per90,xa_per90,shots_per90,key_passes_per90,xgchain_per90,xgbuildup_per90,goals_per90,assists_per90,xg_per_shot,np_xg_per_shot,attack_minutes_share,midfield_minutes_share,defender_minutes_share,goalkeeper_minutes_share,attack_depth_index
Cote d'Ivoire,5,2526,31.000000000001688,31.000000000001688,30222.000000004617,481.00000000006787,42.00000000000482,51.97757119173747,41.00000000000457,50.45617724070851,42.000000000004334,40.12259089574716,392.0000000000614,310.00000000003564,138.80840020256136,71.32050682326094,92.10016208748462,40.12259089574716,55.00000000000963,4.000000000000241,427850000.0000063,230000000,160000000,75000000.00000001,0.08217252381854386,550.0000000000467,68.00000000000264,6.9876491092152175,17.960208492355566,26.10514829960009,6.9876491092152175,17.96020849235502,25.645790387878595,0.1344358527919447,0.3455376632760125,0.5022387099101282,0.13848946732289372,0.3559565840010701,0.5082785060297326,0.07035428257246151,0.07173758796011317,15.000000000001924,22.000000000001926,24.000000000002164,17.00000000000024,6.000000000000962,2.0000000000009623,1.1295766096912397e-9,16273.000000001659,2368.0000000002183,11581.000000001613,26.546210825281282,4.536327426340215,19.413698630136988,36.19178082191781,19099877.572628,17451955.400808744,18.833664218119228,14.621827842727567,2.576864535768451,3.198117725983032,0.1547872876466064,0.11948359409095138,1.1673615247170963,0.9231685527099249,0.41336629006117054,0.2123898356856751,0.12507444907682852,0.12507444907682763,974.9032258065299,-9.977571191732654,-8.456177240703703,0.1547872876466064,0.15025663264056507,0.1194835940909514,1.1673615247170963,0.9231685527099249,0.41336629006117054,0.21238983568567513,0.12507444907682852,0.12507444907682763,0.13259584487686304,0.1287147378589328,0.383197670571104,0.0783535173052714,0.5384488121236017,2.2858519703968013e-14,0.709677419354858
Croatia,5,2526,27.99999999999952,27.99999999999952,34011.00000000079,499.0000000000147,62.99999999999928,57.54327907692828,50.9999999999988,46.99633444938978,32.000000000000725,39.934222321027015,422.000000000021,357.00000000001785,152.45450226590813,99.9826577641111,97.4775013979553,39.934222321027015,61.99999999999832,2.0000000000004814,346999999.99997103,218999999.9999803,164999999.99998847,70000000,0.1007109103140218,1021.0000000000106,136.99999999999906,12.283620797099703,27.570988625291125,36.548671321946344,8.567232664676002,20.06571714207806,27.018454442735113,0.2134675151320074,0.4791348193493083,0.635151001267847,0.1822957633834587,0.4269634510258775,0.5749055699616518,0.1047551083844718,0.08853850043782935,18.99999999999952,21.99999999999952,22.00000000000024,14.999999999999039,6,3,1529.9999999999568,11424.000000000235,17925.00000000038,3132.000000000223,28.504988998321938,4.906970918097164,18.802739726028054,40.59452054794521,13647496.398223724,17025230.26594479,42.99606009820586,43.57495215174029,6.577754255976241,8.45177730909545,0.15227118040996795,0.10567404689342703,1.1166975390315166,0.9446943635882739,0.40342551539006144,0.2645743788412507,0.1667107700449802,0.08467848637205606,1214.6785714286243,5.456720923071004,16.0036655506095,0.15227118040996795,0.12436182706903583,0.10567404689342705,1.1166975390315166,0.9446943635882739,0.40342551539006144,0.2645743788412507,0.1667107700449802,0.08467848637205606,0.13635848122494218,0.11136572144404636,0.09208785392961504,0.5270353709094107,0.33589132927582166,0.04498544588515269,0.7857142857142818
Czech Republic,5,2526,12.00000000000024,12.00000000000024,12350.00000000124,191.00000000002117,24.000000000005052,28.346547486262832,22.000000000005294,26.830994116144876,11.999999999998558,14.01922927610548,153.00000000003152,108.00000000000313,57.52043670788804,31.369526843541504,42.36577676236831,14.01922927610548,20.00000000000481,1.9999999999997597,107824999.9999934,73999999.99999689,51999999.999998085,20000000,0.12349708786204715,408.00000000000676,71.99999999999737,10.162958677858992,21.59197376668601,24.872146323325463,8.647405307741032,20.07642039656805,23.356592953207503,0.35852544944967646,0.7617144125629366,0.8774312404492587,0.3222916478721749,0.7482548097048565,0.8705079227442116,0.22600093916117325,0.2126534423386129,7.000000000000242,8.000000000000481,8.000000000000723,6,3.0000000000002407,2.0000000000002407,1.1040793523178901e-10,5236.99999999956,5729.000000000857,1384.000000000714,29.218771005490723,4.391799285598927,20.22191780822002,33.775342465753475,9147831.983804978,6515387.889915576,38.91117408907034,25.676306729604438,6.577975708502083,7.5075719352955,0.206574030264244,0.10216442387444623,1.1149797570851032,0.7870445344129159,0.4191772715554212,0.22860383934562795,0.1748987854251148,0.087449392712537,1029.1666666667434,-4.346547486257782,-2.8309941161398227,0.206574030264244,0.19552951177755482,0.10216442387444627,1.1149797570851032,0.7870445344129158,0.4191772715554212,0.22860383934562795,0.17489878542511483,0.08744939271253702,0.18527155219776884,0.17536597461529907,0.11206477732796807,0.4638866396761294,0.42404858299589626,6.3068625175248405e-15,0.6666666666666914
DR Congo,5,2526,11.999999999999039,11.999999999999039,9342.000000001011,168.00000000000844,9.000000000005294,14.555247490299093,9.000000000005294,14.555247490299093,2.0000000000031273,4.363002424130136,106.00000000002285,60.00000000001059,34.011058089331534,19.87834230717512,18.91824991442923,4.363002424130136,22.00000000000024,1.0000000000007216,116399999.99999031,98999999.9999935,81999999.99999568,30000000,0.18436544207085132,363.9999999999656,43.00000000000001,3.7923307791393017,8.545919811358312,12.265849296008547,3.7923307791393017,8.545919811358312,12.265849296008547,0.2605473236827621,0.5871366884728467,0.8427097721411518,0.2605473236827621,0.5871366884728467,0.8427097721411518,0.1605879133715967,0.1605879133715967,2.0000000000009623,6.000000000000241,10.999999999999039,5,1.0000000000004812,4.810803278072256e-13,0,3668.000000000776,3492.999999999491,2181.000000000744,26.751287894118335,3.9529098574058583,21.323287671232908,35.00821917808219,14763369.728109416,11155430.801346734,25.199529008776192,28.782359917563806,2.0132733889962107,6.1711695271915845,0.14022396426104536,0.04203277865249761,1.0211946050097096,0.5780346820809522,0.32765951916499475,0.19150618793037472,0.08670520231216741,0.019267822736050166,778.5000000002199,-5.555247490293801,-5.555247490293801,0.14022396426104541,0.14022396426104541,0.04203277865249767,1.0211946050097096,0.5780346820809521,0.3276595191649948,0.19150618793037472,0.08670520231216744,0.01926782273605018,0.1373136555688223,0.1373136555688223,0.23346178548494437,0.37390280453857716,0.39263540997647844,0,0.5000000000000903
Ecuador,5,2526,6.99999999999976,6.99999999999976,6532.000000001409,102.0000000000166,6,4.234699755908201,6,4.234699755908201,4.000000000000722,5.4931590277718705,53.000000000013955,46.00000000001371,40.47215935961117,35.51550455764482,9.727858783680071,5.4931590277718705,12.000000000005052,1.999999999999519,276999999.9999931,260999999.9999966,230000000,110000000.00000001,0.26215642064931194,225.9999999999976,14.99999999999976,1.2985489182179553,2.9368949644278226,3.766659956426576,1.2985489182179553,2.9368949644278226,3.766659956426576,0.30664486104502175,0.6935308602056517,0.8894750923418617,0.30664486104502175,0.6935308602056517,0.8894750923418617,0.2024530591047037,0.2024530591047037,3.000000000000481,4.000000000000481,6,2.0000000000002407,2.4054016390355495e-13,0,0,3796.000000000965,2456.0000000002224,280.0000000002208,24.48377807044789,2.9413492556945555,18.945205479453268,28.22739726027397,64563227.18922019,39059173.66789945,45.12155541947309,21.46869259886936,2.7545927740355234,1.3451854182691036,0.0583470572614277,0.07568651446713703,0.7302510716472934,0.6338028169014361,0.5576384480043313,0.4893440615718675,0.08266993263930472,0.055113288426208384,933.1428571431292,1.765300244091799,1.765300244091799,0.05834705726142777,0.05834705726142777,0.07568651446713709,0.7302510716472934,0.6338028169014361,0.5576384480043313,0.4893440615718675,0.08266993263930475,0.05511328842620841,0.07989999539447305,0.07989999539447305,0.042865890998175844,0.37599510104100403,0.5811390079608202,0,0.5714285714286745
Egypt,5,2526,5.999999999999279,5.999999999999279,4873.000000000291,84.00000000000026,9.000000000009623,14.264835476882642,8.000000000007217,13.50366663933351,11.00000000000385,9.543957522142131,135.00000000002768,77.00000000001252,24.85849069246277,7.44441179186468,23.80879299902477,9.543957522142131,4.000000000000481,5.785957045076299e-26,94000000,94000000,94000000,60000000,0.5110909913988231,278.9999999999856,89.99999999999976,7.080513298516467,12.704527780421339,14.264835476882642,6.3193444609677,11.943358942872207,13.50366663933351,0.4963613712888685,0.8906185985116539,1,0.46797248701031474,0.8844530350062797,1,0.33451528612255893,0.31735552429036,2.0000000000002407,3.9999999999997593,3.9999999999997593,3.9999999999997593,1.0000000000004812,1.0000000000004812,0.9999999999997595,0,41.9999999999899,4830.000000000301,31.664328182408397,3.4493058925386206,27.18082191780822,36.03287671232824,26859044.162130713,28023799.4093116,61.188590190853546,40.15843622453328,27.988508105892848,25.187298386291182,0.2634588945042573,0.17626845413353046,2.49333059716836,1.4221218961626458,0.45911433661427115,0.13749170147090586,0.16622203981133912,0.20316027088040842,812.1666666669587,-5.26483547687302,-4.503666639323888,0.2634588945042573,0.24940077930224905,0.1762684541335305,2.49333059716836,1.4221218961626458,0.45911433661427115,0.13749170147090595,0.16622203981133915,0.20316027088040844,0.10566544797687176,0.1000271602913295,0.9911758670223704,0.008618920582801129,0,2.0521239482859828e-4,0.6666666666667469
England,5,2526,141.99999999999858,141.99999999999858,160211.00000001068,2466.000000000151,262.00000000002217,288.4790050960413,225.00000000002285,256.5519047254029,162.00000000002743,193.02487007530968,2226.0000000002024,1599.000000000158,751.8053956367808,448.33448621541197,481.50387517135096,193.02487007530968,277.0000000000291,14.999999999999279,3348849999.9999986,570000000,380000000.00000006,140000000,0.014893293439926448,2235.000000000021,324.00000000000625,24.527553543448526,48.78734271042385,69.54674505070383,16.949786461890003,38.9740981943926,53.84815688524818,0.08502370401368844,0.16911921439198582,0.24108078515991288,0.06606766954247499,0.15191506075976566,0.20989186162107928,0.024859231242637128,0.02133180116845455,76.00000000000266,102.00000000000072,116.00000000000048,63.00000000000289,30.000000000002167,18.000000000001688,8910.000000001628,66206.00000000137,44954.000000003885,40141.00000000381,27.48089841795109,5.077434760620155,16.28493150684989,40.273972602739725,30216676.871556245,24998241.356583256,18.841265581014607,20.813143548277495,2.646865695863598,7.063407046813977,0.16205572937340032,0.10843349274879056,1.250475934860926,0.8982529289499698,0.4223335826335601,0.25185601337850866,0.14718090518129423,0.0910049871731727,1128.2464788733303,-26.479005096019147,5.448095274619287,0.16205572937340032,0.14412038764681911,0.10843349274879059,1.250475934860926,0.8982529289499698,0.4223335826335601,0.25185601337850866,0.14718090518129423,0.09100498717317271,0.129595240384553,0.11525242799882243,0.2505508360849186,0.28059246868193005,0.4132425364051009,0.055614158828050576,0.7183098591549426
France,5,2526,204.99999999999497,204.99999999999497,219204.00000000864,3363.000000000117,327.00000000002336,365.648696390473,284.0000000000255,323.98607002341174,227.00000000001563,257.2174021043066,2825.0000000001705,2224.000000000072,1022.2974770451873,621.6465084595225,622.8660984947795,257.2174021043066,350.0000000000226,19.000000000001446,3483399999.9999847,620000000,440000000.00000006,200000000,0.014626803593103836,2145.9999999999636,340.99999999998676,21.647808451207535,46.211222302174754,66.43238373101752,14.958309490235703,37.238216679549225,55.71782882139952,0.059203844195002756,0.12638147697052243,0.1816836334624144,0.046169606888205386,0.11493770913316613,0.17197600136750402,0.016470561299930714,0.015243017002355207,106.00000000000193,144.99999999999952,169.99999999999594,93,36.00000000000169,19.000000000000963,13867.000000000455,77745.00000000543,74930.00000000016,52662.0000000026,26.006403392798944,4.662581145780554,16.389041095890825,39.536986301369666,22978601.211657215,24080352.367808666,12.074291527527336,18.4466698071149,1.950931552343952,6.598341892786051,0.15012674346791627,0.10560740766312011,1.159878469371018,0.9131220233207368,0.4197312682891854,0.25523341618471573,0.13425849893250494,0.093200853999017,1069.2878048781251,-38.64869639044964,3.0139299766115757,0.1501267434679163,0.1330210502641636,0.10560740766312011,1.159878469371018,0.9131220233207368,0.4197312682891854,0.25523341618471573,0.13425849893250494,0.093200853999017,0.12943316686387613,0.11468533452155419,0.24024196638747677,0.34182770387400596,0.35466962281711123,0.0632607069214062,0.7073170731707485
Germany,5,2526,145.9999999999993,145.9999999999993,161753.00000001292,2450.0000000001905,242.000000000013,259.92038356886775,219.00000000001518,238.685675604285,160.00000000002092,184.77491621116522,1950.0000000001505,1527.0000000001455,736.5102902665686,460.7600254030569,444.695299780033,184.77491621116522,278.0000000000195,13.000000000002165,1983099999.9999955,425000000,305000000,120000000,0.01963326786246743,1998.0000000000664,259.00000000001705,13.348218422383622,32.59280807711461,48.01648489013793,13.348218422383258,30.316085824745272,45.73976263776837,0.05135502740917953,0.1253953523367233,0.18473535715376174,0.05592383534784599,0.12701258987575775,0.19163178737881076,0.018186814870493975,0.01836288637274195,83.00000000000361,110.00000000000193,122.00000000000146,72.00000000000217,28.000000000000483,14.000000000000723,23111.00000000062,58275.000000007596,50037.00000000151,30330.00000000322,27.42310800443355,4.568479132520602,17.28493150684958,40.04931506849316,16051699.813913811,18620579.492405113,14.024259210031103,19.582805062943454,1.284272934659889,4.105119676436827,0.1446207150482301,0.1028094839601329,1.084987604557564,0.8496287549535502,0.40979719772730777,0.2563686749937947,0.13464974374509017,0.08902462396370113,1107.8972602740687,-17.920383568854763,3.3143243957280077,0.1446207150482301,0.13280564072619364,0.1028094839601329,1.084987604557564,0.8496287549535502,0.4097971977273077,0.2563686749937947,0.13464974374509017,0.08902462396370114,0.13329250439428156,0.12240291056629085,0.18750811422354202,0.309342021477179,0.3602715251031029,0.14287833919617612,0.7534246575342639
Ghana,5,2526,22.99999999999928,22.99999999999928,23756.00000000123,365.00000000001785,31.00000000000337,35.673100343908025,29.00000000000361,32.63520927634409,16.000000000002647,17.628708217295312,298.00000000003416,172.0000000000159,84.08740332723758,50.22569714766633,53.30180856120334,17.628708217295312,54.00000000000096,1.0000000000004812,250999999.99999905,178000000.00000194,148000000.0000005,75000000.00000001,0.15655910223647462,389.00000000005485,41.000000000015156,11.11862588115119,21.021253845655757,25.320699483158368,9.596288183705212,18.741139478052048,23.040585115554478,0.31168095214493863,0.5892746535344427,0.7097981178830276,0.29404708584666844,0.5742613543353838,0.7060039027313842,0.1586712944198709,0.14880806941425737,11.000000000000481,18.000000000000004,19.99999999999976,10.000000000000242,3.000000000000481,2,0,10658.999999999633,4555.000000000155,8542.00000000144,26.12154495360405,2.918697623945391,21.37260273972586,32.83561643835701,16209029.297861923,17995209.06816938,18.06141606331466,15.198424091391495,1.9878346522994732,4.0334569172816,0.13514813230137832,0.06678665345834625,1.1289779424146065,0.6516248526688213,0.31856652211866,0.19028088665135867,0.11744401414380076,0.06061626536454516,1032.86956521749,-4.673100343904657,-1.6352092763407167,0.13514813230137834,0.12363903160762724,0.06678665345834629,1.1289779424146067,0.6516248526688213,0.31856652211866,0.19028088665135867,0.11744401414380078,0.06061626536454517,0.11970839041578661,0.10951412508839102,0.35957231857218486,0.1917410338440787,0.4486866475837365,0,0.7826086956522023
Haiti,5,2526,3.0000000000002407,3.0000000000002407,4371.000000000475,67.0000000000077,2.0000000000009623,3.780535330065077,2.0000000000009623,3.0204401658854576,3.000000000002165,3.4722115919007965,50.00000000000145,32.000000000009386,16.01295734104,11.469587993808538,7.252746921965874,3.4722115919007965,13,0.9999999999997595,21300000.00000048,21300000.00000048,21300000.00000005,16000000,0.598404196698164,61.00000000000313,1.0000000000002407,2.718604555353761,3.780535330065065,3.780535330065077,1.9585093911741418,3.0204401658854456,3.0204401658854576,0.7191057133453641,0.999999999999998,1,0.6484185362433755,0.999999999999998,1,0.5714457238668117,0.505565770228835,3,3.0000000000002407,3.0000000000002407,1.0000000000002407,2.4054016390355495e-13,0,0,2008.0000000001487,1030.0000000001596,1333.0000000001662,27.725529721106994,2.645140331530726,24.553424657534247,29.794520547945204,5664584.763212196,7754353.615872606,26.06268588423573,26.57693235370243,0.4593914436055714,0.5773502691896258,0.07784218249961514,0.07149371843308372,1.0295126973232105,0.6588881262869748,0.32971085808589057,0.2361617294538272,0.041180507892941226,0.061770761839422116,1457.0000000000312,-1.780535330064115,-1.0204401658844957,0.07784218249961519,0.06219163004567657,0.07149371843308376,1.0295126973232107,0.6588881262869748,0.3297108580858905,0.2361617294538272,0.041180507892941254,0.061770761839422116,0.07561070660129855,0.06040880331770617,0.30496453900709564,0.23564401738733307,0.4593914436055714,0,1
Iran,4,2425,1.0000000000002405,1.0000000000002405,781.0000000001078,26.000000000003848,1.0000000000007216,3.3251225762068106,9.62160655614451e-13,2.5638237334788565,1.9999999999995188,1.829333458095952,14.000000000002645,15.000000000000723,6.38820210099216,2.2920178603383135,5.154456034302763,1.829333458095952,1.0000000000019242,0,2500000.000001804,2500000.000001804,2500000.000001804,2500000.000001323,0.999999999999923,101.00000000001276,55.000000000000966,3.3251225762067382,3.3251225762068106,3.3251225762068106,2.5638237334787837,2.5638237334788565,2.5638237334788565,0.9999999999999746,1,1,0.9999999999999746,1,1,0.9999999999999547,0.9999999999999547,0,1.0000000000002405,1.0000000000002405,1,0.9999999999997594,0,0,0,1.6861865489639737e-10,780.9999999999392,33.73972602739685,0.9337684069367536,33.739726027396664,33.73972602739699,2500000.0000005,4242640.687119286,100.99999999999376,19.79898987322333,54.99999999999294,38.890872965260115,0.3831767373349429,0.21080667250783072,1.6133162612036374,1.7285531370037426,0.7361564520989057,0.26412497750374236,0.11523687580029875,0.23047375160045666,780.99999999996,-2.325122576206089,-1.5638237334781346,0.3831767373349429,0.2954470371486229,0.21080667250783083,1.6133162612036374,1.7285531370037426,0.7361564520989058,0.2641249775037425,0.11523687580029882,0.23047375160045672,0.23750875544332198,0.18313026667703955,0.9999999999998628,1.3719988193360348e-13,0,0,1
Iraq,2,2425,2,2,106,13,0,0.5323996320366859,0,0.5323996320366859,0,0.0784954708069562,4,2,0.6907828329131007,0.2454970953986048,0.6108951028436422,0.0784954708069562,3,0,2550000,2550000,2550000,2000000,0.6616685890042291,50,6,0.5323996320366859,0.5323996320366859,0.5323996320366859,0.5323996320366859,0.5323996320366859,0.5323996320366859,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,5.7061957294452275e-37,106,23.97787542000517,1.3367224082704594,22.23013698630137,24.12054794520548,1890566.0377358492,1025304.832720494,17.358490566037737,12.727922061357855,3.8490566037735845,1.4142135623730951,0.4520374234273748,0.06664709785496284,3.3962264150943398,1.6981132075471699,0.586513726058293,0.2084409300554192,0,0,53,-0.5323996320366859,-0.5323996320366859,0.4520374234273749,0.4520374234273749,0.06664709785496281,3.3962264150943393,1.6981132075471697,0.5865137260582931,0.20844093005541917,0,0,0.13309990800917149,0.13309990800917149,1,1.3917550559622504e-38,0,0,0
Japan,5,2526,21.999999999999762,21.999999999999762,21226.000000003063,320.00000000004667,24.000000000010584,29.836355366753185,24.000000000010104,29.83635536675282,24,29.253694173883986,283.000000000058,224.00000000003539,93.1687622722462,50.379236758698106,59.09004954063717,29.253694173883986,32.000000000001926,7.216204917107227e-13,241299999.9999949,120000000,80000000,30000000,0.07395343876560516,558.000000000028,93.0000000000065,3.5307871922866707,10.43649702147101,17.100937284536045,3.5307871922866707,10.43649702147101,17.10093728453568,0.11833842132812064,0.34979128292256867,0.5731577156233635,0.11833842132812147,0.34979128292257106,0.5731577156233617,0.08605635170734706,0.08605635170734703,9.000000000000963,14.000000000000483,17,10.99999999999976,5.000000000000722,1.443240983421619e-12,1014.0000000005545,3329.000000000683,8621.999999999081,8261.000000002743,26.552071961370963,3.236675229973946,18.945205479452806,33.175342465753424,14655934.921009116,8755963.953894839,26.962545934233635,23.52414252178561,4.916093470272855,6.36906076787899,0.126508620701368,0.12403808893098954,1.1999434655611498,0.9497785734476667,0.3950432773250093,0.21361214116093624,0.10176199001226802,0.10176199001223997,964.8181818183388,-5.836355366742601,-5.836355366742237,0.12650862070136806,0.1265086207013671,0.12403808893098955,1.1999434655611498,0.9497785734476667,0.3950432773250093,0.21361214116093624,0.10176199001226802,0.10176199001223997,0.10542881755033819,0.10542881755033749,0.3891924997644855,0.4061999434654974,0.15683595590314364,0.047771600866873425,0.6363636363636667
Jordan,3,2526,1,1,1602.0000000000227,24.00000000000048,3,2.5810093572369768,3,2.5810093572369768,4.999999999999038,3.3201724747197394,41.999999999999766,24.999999999999282,10.005926258862463,4.915096767246461,5.901181831956716,3.3201724747197394,4,0,8000000,8000000,8000000,8000000,1,70,21.000000000000004,2.5810093572369768,2.5810093572369768,2.5810093572369768,2.5810093572369768,2.5810093572369768,2.5810093572369768,1,1,1,1,1,1,1,1,1,1,1,1,2.405401639036128e-13,2.4054016390355495e-13,0,0,0,1602.0000000000227,28.84383561643836,NA,28.84383561643836,28.84383561643836,8000000,NA,70,NA,21.000000000000004,NA,0.1450005256874666,0.18652654352357786,2.3595505617977084,1.4044943820224152,0.5621306887001294,0.2761290318677758,0.16853932584269438,0.2808988764044396,1602.0000000000227,0.4189906427630234,0.4189906427630234,0.14500052568746666,0.14500052568746666,0.1865265435235779,2.3595505617977084,1.4044943820224152,0.5621306887001295,0.2761290318677758,0.1685393258426944,0.28089887640443956,0.06145260374373828,0.06145260374373828,1,0,0,0,1
"Korea, South",5,2526,8.000000000000242,8.000000000000242,8478.00000000091,141.00000000001734,11.00000000000385,13.188579876910124,10.00000000000385,12.427411039362639,8.00000000000385,11.089730754498232,117.00000000001612,88.00000000002287,40.25374543667979,23.722273269675295,24.278310631408356,11.089730754498232,11.000000000000723,0.9999999999997595,76500000.0000025,70500000.00000265,61000000.00000217,28000000.000000004,0.26233499935921467,338.0000000000515,50.00000000001347,3.010040548631237,7.899817115629917,11.999165081421884,3.0100405486309834,7.865606334994082,11.237996243874399,0.22823083127401883,0.5989892156213167,0.9098147938148614,0.24220978441099641,0.6329239702525529,0.904291023148671,0.17404448322570917,0.17571129736089577,6,7.000000000000001,8,5,1.0000000000004812,4.810803278072835e-13,0,1050.0000000003072,6253.000000000222,1175.0000000003809,28.234927790542812,3.480120126319349,22.709589041095757,33.67671232876716,9721337.57961858,10715267.812132144,52.727883934895516,37.82572820562531,8.074663835812293,6.777062153219837,0.14000615580581988,0.11772537955940876,1.242038216560536,0.9341825902336444,0.4273221383935594,0.25182880328738166,0.1167728237792128,0.08492569002125334,1059.7500000000728,-2.188579876906273,-1.427411039358788,0.1400061558058199,0.13192580721189875,0.11772537955940882,1.242038216560536,0.9341825902336444,0.4273221383935594,0.25182880328738166,0.11677282377921283,0.08492569002125339,0.11272290493083668,0.1062171883706029,0.1385940080207804,0.7375560273649079,0.1238499646143117,0,0.8749999999999767
Mexico,5,2526,6.000000000001443,6.000000000001443,7274.000000001754,95.00000000003175,9.00000000000385,16.58811973128713,6.0000000000038485,14.30461320374388,3.0000000000014433,2.700182206930291,115.00000000001805,42.00000000000867,28.024859287782398,15.803099326793514,19.28830193821742,2.700182206930291,11.000000000006015,7.216204917107806e-13,55800000.000008084,55000000.00000289,43000000.00000193,20000000,0.24076001079120443,217.00000000005943,51.00000000000217,10.750260040164875,15.283540927806522,16.588119731286902,8.466753512621805,13.00003440026327,14.304613203743653,0.648069836383499,0.9213546306264153,0.9999999999999916,0.5918897206116713,0.9088001342714478,0.9999999999999905,0.468709845638951,0.4158434653861489,3.000000000000481,4.000000000000722,5.000000000001443,3.000000000000481,2,1,7.577015162973258e-11,2504.0000000010314,2193.0000000004975,2577.000000000149,29.853166278092953,4.798671758012312,20.690410958904575,34.942465753424976,8059609.568325468,6792643.079096609,51.84905141600269,47.275434071687584,12.60461919164065,17.547079529082826,0.20524206431338343,0.03340890825180453,1.4228759967005176,0.5196590596645496,0.3467469529694565,0.19552913657012083,0.11135551278527296,0.03711850426175863,1212.3333333333337,-7.588119731283282,-5.304613203740031,0.20524206431338352,0.17698861538860214,0.033408908251804585,1.4228759967005176,0.5196590596645496,0.3467469529694565,0.1955291365701208,0.11135551278527296,0.037118504261758646,0.14424451940247468,0.12438794090210109,0.35427550178715483,0.30148474017046806,0.34423975804237195,5.202921900001853e-15,0.6666666666666466
Morocco,5,2526,32.99999999999952,32.99999999999952,24263.00000000381,458.0000000000484,44.00000000000265,47.05694172531942,42.00000000000169,44.77665630728491,33.000000000002885,33.20654116757687,424.00000000003246,266.0000000000472,120.75344779623782,66.74043250085154,80.26348289289629,33.20654116757687,72.0000000000029,5.000000000000241,444449999.9999927,201999999.9999988,147000000,80000000,0.06826789032332643,659.9999999999887,75.99999999999231,6.7651511356247065,17.46364600770429,25.429236568514014,6.765151135624341,15.943455709146805,23.148951150480052,0.14376521056370545,0.3711173180280792,0.5403928864937574,0.15108656370403528,0.3560662412961976,0.5169870432400656,0.07617970973818892,0.07332279234771512,9.000000000002407,22.000000000000963,26.99999999999976,15.000000000000242,5.000000000000722,2.0000000000007216,2.030158983348248e-10,7268.000000002225,6189.000000000793,10806.000000000588,25.736924422382863,4.10163826326471,19.99452054794518,39.19178082191727,16328755.718584113,15308717.993055811,22.01524955693862,23.830127989584796,2.3810328483698013,4.179450087068956,0.17455074620937813,0.12317473952443912,1.5727651156080513,0.9866875489428469,0.44791700538514084,0.24756373593849199,0.16321147426121124,0.12240860569591046,735.2424242425585,-3.0569417253167703,-0.7766563072822602,0.17455074620937813,0.16609236564543078,0.12317473952443914,1.5727651156080513,0.9866875489428469,0.4479170053851408,0.24756373593849199,0.16321147426121124,0.12240860569591046,0.11098335312574363,0.10560532147943665,0.44536949264309156,0.2550797510612823,0.29955075629562117,5.064003450606918e-15,0.666666666666708
Netherlands,5,2526,64.99999999999712,64.99999999999712,72235.00000000432,1072.0000000000598,87.0000000000094,99.391420900366,85.00000000000819,97.12906770362493,60.00000000000505,72.64571672771505,851.000000000034,620.0000000000273,319.9937339797934,212.4243390308889,172.03713762808104,72.64571672771505,139.00000000000603,6.9999999999995195,1349699999.9999359,350000000,225000000,90000000.00000001,0.028481172667522512,1255.999999999993,135.9999999999971,7.535395007582946,19.289390586320767,28.33257639408704,7.535395007582946,17.984577979896418,26.827999889855707,0.07581534642850353,0.19407500578602835,0.2850605830707246,0.07758125539283066,0.18516164527361764,0.27620979511217675,0.03510766275702969,0.03458234919271324,32.000000000001684,48.99999999999928,57.9999999999976,31.000000000000725,13.000000000000723,3.0000000000016835,5505.000000001498,35661.000000001855,18639.000000001382,12429.999999999596,27.102381439574994,4.126034876556522,19.19452054794558,36.098630136986515,27567225.029417016,19307490.699606802,23.56845019727358,22.60469233112099,2.3516439399183486,3.5607367431259074,0.12383509214414525,0.09051172569383224,1.0602893334256078,0.7724787153042055,0.3986908847259563,0.26466658147406,0.1083962068249505,0.07475600470686102,1111.3076923078347,-12.391420900356609,-10.129067703615538,0.12383509214414525,0.12101635070707636,0.09051172569383226,1.0602893334256078,0.7724787153042055,0.3986908847259563,0.26466658147406,0.10839620682495052,0.07475600470686102,0.11679367908385567,0.11413521469285583,0.17207724787151768,0.25803280957984653,0.4936803488613522,0.07620959368728367,0.7538461538461813
