nation,season,players_n,rows_n,minutes_total,matches_total,goals_total,xg_total,np_goals_total,np_xg_total,assists_total,xa_total,shots_total,key_passes_total,xgchain_total,xgbuildup_total,xg_plus_xa_total,npg_plus_xa_total,yellow_cards_total,red_cards_total,market_value_total,market_value_top5_sum,market_value_top3_sum,market_value_top1,market_value_hhi,caps_total,international_goals_total,top1_xg,top3_xg,top5_xg,top1_np_xg,top3_np_xg,top5_np_xg,top1_xg_share,top3_xg_share,top5_xg_share,top1_np_xg_share,top3_np_xg_share,top5_np_xg_share,xg_hhi,np_xg_hhi,players_over_1000_min,players_over_500_min,players_over_250_min,players_xg_gt_1,players_xg_gt_3,players_xg_gt_5,goalkeeper_minutes,defender_minutes,midfield_minutes,attack_minutes,age_mean,age_sd,age_min,age_max,market_value_mean,market_value_sd,caps_mean,caps_sd,international_goals_mean,international_goals_sd,xg_per90_weighted,xa_per90_weighted,shots_per90_weighted,key_passes_per90_weighted,xgchain_per90_weighted,xgbuildup_per90_weighted,goals_per90_weighted,assists_per90_weighted,season_num,minutes_per_player,goals_minus_xg,goals_minus_np_xg,xg_per90,np_xg_per90,xa_per90,shots_per90,key_passes_per90,xgchain_per90,xgbuildup_per90,goals_per90,assists_per90,xg_per_shot,np_xg_per_shot,attack_minutes_share,midfield_minutes_share,defender_minutes_share,goalkeeper_minutes_share,attack_depth_index
Bosnia-Herzegovina,2324,7,7,14341,194,27,27.52925368398428,23,22.21425050776452,14,11.426191340200603,192,110,50.69282504823059,26.810456714592874,38.95544502418488,11.426191340200603,36,1,49500000,47000000,40000000,22000000,0.2825221916131007,181,16,14.406423318199812,25.4438933795318,26.994340010918677,11.37531662452966,20.12889020331204,21.679336834698915,0.5233132537327392,0.9242492975512198,0.9805692635475693,0.512072942571421,0.9061251108281333,0.9759202466507418,0.3674572998072994,0.346437333844218,6,7,7,4,3,2,0,6641,2310,5390,29.898092164146668,3.8746492174140044,24.78082191780822,35.895890410958906,8493584.826720592,7552199.30124426,26.762499128373197,21.074697083062834,2.397252632312949,2.7516228977511745,0.1727656949695687,0.07170749742821657,1.204936894219371,0.690328428979848,0.31813362069177553,0.16825473149106462,0.169444250749599,0.08785998187016245,2324,2048.714285714286,-0.5292536839842796,4.785749492235482,0.17276569496956873,0.139410260490817,0.0717074974282166,1.204936894219371,0.690328428979848,0.31813362069177553,0.16825473149106468,0.16944425074959904,0.08785998187016247,0.1433815296040848,0.11569922139460687,0.37584547800013945,0.1610766334286312,0.46307788857122933,0,1
Belgium,2324,51,51,56359,915,113,107.92946927249432,110,104.13354168087244,74,74.1066071651876,843,573,282.517729554791,156.1649797479622,182.0360764376819,74.1066071651876,126,9,618300000,212000000,145000000,65000000,0.043238794010560806,1285,225,24.74329467304051,46.12445158045739,60.24179800506681,22.469964699819684,43.08982283156365,56.445870413444936,0.22925429764293584,0.42735734634259104,0.5581589385283798,0.21578027921763304,0.4137938855821949,0.5420527286628635,0.09206637570070843,0.08638825900754372,28,32,37,21,9,7,2046,16945,19877,17491,28.16217769305238,4.4039230823761,19.942465753424656,37.25205479452055,15609524.654447382,13441719.952971708,33.62399971610568,34.944538690812976,7.3403005731116595,13.456859173801643,0.17235316869576267,0.11834125241517562,1.3461913802586987,0.9150268812434571,0.451154130838574,0.24938072317316842,0.18045032736563815,0.11817101084121436,2324,1105.078431372549,5.070530727505684,8.86645831912756,0.17235316869576267,0.1662914308500598,0.11834125241517562,1.3461913802586987,0.9150268812434572,0.451154130838574,0.2493807231731684,0.18045032736563812,0.11817101084121436,0.12803021266013562,0.12352733295477158,0.31034972231586794,0.35268546283645913,0.30066182863429086,0.03630298621338207,0.6274509803921569
Colombia,2425,20,20,24716,405,43,47.223130577243865,43,47.223130577243865,24,34.547277186997235,413,285,134.0823641452007,74.60618676384911,81.7704077642411,34.547277186997235,59,5,228300000,161000000,122000000,70000000,0.14567613868450824,697,98,12.3563298471272,23.247438352555037,31.22591222450137,12.3563298471272,23.247438352555037,31.22591222450137,0.26165842238933507,0.49228922497056216,0.661241892326992,0.26165842238933507,0.49228922497056216,0.661241892326992,0.12144399858332434,0.12144399858332434,9,12,17,11,5,3,1172,14813,3201,5530,30.471403250514893,5.158956823602757,20.545205479452054,37.88493150684931,16634884.285483088,16200593.718814915,41.600461239682794,35.90817968682139,4.8573393753034475,7.953152304523495,0.1719566981692809,0.12579927766749271,1.5038841236446028,1.0377892862922804,0.4882429508443139,0.27166842566541594,0.1565787344230458,0.08739278200356043,2425,1235.8,-4.2231305772438645,-4.2231305772438645,0.17195669816928094,0.17195669816928094,0.12579927766749277,1.5038841236446028,1.0377892862922804,0.4882429508443139,0.27166842566541594,0.1565787344230458,0.08739278200356045,0.1143417205260142,0.1143417205260142,0.22374170577763391,0.12951124777472084,0.5993283702864541,0.04741867616119113,0.6
Senegal,2324,32,32,36274,583,53,69.25192092685029,47,63.92523656273261,28,32.92358160484582,503,319,165.63414796441793,92.4433807185851,102.17550253169611,32.92358160484582,76,4,432200000,200000000,130000000,50000000,0.06906733540032048,757,73,19.860593939200044,30.380138840526342,39.03070665895939,19.860593939200044,28.655246295034885,36.33426433429122,0.2867876251429686,0.43869019709383084,0.5636046789256128,0.31068471556941335,0.44826187333564654,0.5683868576479155,0.1167086072520182,0.127474889526848,17,23,24,16,9,2,5760,4310,15872,10332,27.187393362995955,4.260491204235001,20.6,36.54794520547945,18278216.104303062,15189622.46212433,29.36351105474996,26.749265139137393,3.198627115840547,3.7264042600981204,0.1718220456364483,0.08168722347786633,1.2480013232618405,0.791475988311187,0.41095752651479334,0.22936274644849367,0.1314991453933947,0.06947124662292549,2324,1133.5625,-16.25192092685029,-10.925236562732607,0.17182204563644832,0.158605924095659,0.08168722347786635,1.2480013232618405,0.7914759883111872,0.41095752651479334,0.22936274644849367,0.13149914539339472,0.06947124662292552,0.13767777520248567,0.12708794545274874,0.2848321111539946,0.43755858190439434,0.1188178860892099,0.15879142085240117,0.71875
Colombia,2324,25,25,25657,456,41,48.374370001256466,39,46.86979353800416,25,29.575096540153027,442,271,114.38797913817689,66.83351418888196,77.94946654140949,29.575096540153027,57,0,265200000,172000000,122000000,70000000,0.11970560935825775,814,116,12.924597828648984,28.50712780188769,33.18854810856283,12.924597828648984,28.174170091748238,32.44527048058808,0.26717862844132717,0.5893023061829488,0.6860771128947166,0.2757553821560817,0.6011157285961445,0.6922426584678676,0.158294406022541,0.16631903548990434,12,13,19,13,2,2,16,14476,2689,8476,30.58553584404587,4.828828972044725,22.334246575342465,40.172602739726024,16848025.879876837,15283131.22367272,37.04006703823518,32.939439379969215,4.918930506294578,8.040936927166305,0.16968832287925642,0.10374395637111788,1.5504540671161866,0.9506177651323225,0.40125182688685035,0.23443957894529277,0.14382039989086798,0.087695365787114607,2324,1026.28,-7.374370001256466,-5.86979353800416,0.16968832287925642,0.16441054754727263,0.10374395637111793,1.5504540671161864,0.9506177651323227,0.4012518268868504,0.23443957894529277,0.14382039989086798,0.08769536578711463,0.10944427602094223,0.10604025687331257,0.3303581868495927,0.10480570604513388,0.5642124956152317,6.23611490041704e-4,0.52
Netherlands,2324,49,49,74762,1087,137,140.4868939295411,130,132.12798809446394,66,77.0524263069965,1091,671,410.4820249862969,266.4083359669894,217.5393202365376,77.0524263069965,165,5,1033600000,350000000,225000000,90000000,0.042588305384888184,1312,184,15.851471649482846,37.486750181764364,55.97336796298623,13.57118628360331,34.44636969640851,52.59546394273639,0.11283238746407825,0.2668345005945197,0.39842412624667145,0.10271242663515537,0.26070456527182817,0.39806451836028595,0.05457155828690178,0.052699836966923624,32,36,39,26,16,11,8060,33881,18121,14700,29.120578617882572,3.9961067220890722,21.53972602739726,36.0986301369863,23464381.637730397,22218464.619951285,30.277146143762874,28.23950048699697,3.7326984296835293,8.649495679529766,0.16912094986301462,0.0927572612775164,1.3133677536716515,0.8077633022123538,0.4941465216121388,0.3207077156446998,0.16492335678553274,0.07945212808646103,2324,1525.7551020408164,-3.486893929541111,4.872011905536056,0.16912094986301462,0.15905833081648102,0.09275726127751643,1.3133677536716513,0.8077633022123538,0.4941465216121388,0.3207077156446998,0.16492335678553277,0.07945212808646103,0.12876892202524393,0.12110723015074605,0.19662395334528238,0.2423824937802627,0.453184773013028,0.10780877986142692,0.7346938775510204
Czech Republic,2324,14,14,17247,274,28,32.337451175786555,26,30.06412121746689,21,18.643216334283352,228,155,77.77984342724085,40.96128578390926,50.98066751006991,18.643216334283352,36,1,81425000,59000000,44000000,20000000,0.1353139488703342,469,64,7.466816443949938,20.934136893600225,26.49241317436099,7.466816443949938,18.66080693528056,24.219083216041327,0.23090306045953604,0.6473650869947092,0.819248648582354,0.248363036788576,0.6207002293630608,0.8055809461668326,0.16510712879975975,0.16039993936188782,6,9,12,8,4,3,990,6296,6664,3297,31.10452625868624,3.6983685993134587,23.720547945205478,34,5246506.638835739,5708037.578231725,44.72366208615991,23.569047498785352,5.945033918942425,7.449463436684921,0.16874648378389223,0.09728587407001224,1.1897721342842233,0.8088363193598886,0.4058784663101801,0.21374822986906897,0.14611236736823796,0.10958427552617844,2324,1231.9285714285713,-4.337451175786555,-2.064121217466891,0.16874648378389226,0.1568835687117771,0.09728587407001227,1.1897721342842233,0.8088363193598886,0.40587846631018015,0.21374822986906902,0.14611236736823796,0.10958427552617847,0.14183092620959015,0.13186018077836356,0.19116368064011133,0.3863860381515626,0.3650489940279469,0.05740128718037919,0.6428571428571429
France,2425,184,184,255072,3847,424,476.6491760648787,390,439.6086774505675,292,333.0043344506994,3534,2522,1399.501528661698,850.041246233508,809.6535105155781,333.0043344506994,444,25,3419150000,620000000,440000000,200000000,0.015129948282200082,1995,286,30.135635502636433,71.7616315651685,107.74732336774468,23.446136973798275,62.038707764819264,91.69770060665905,0.06322393285441145,0.150554401787953,0.22605163037789192,0.053334108666302914,0.1411225732044275,0.20858937803148836,0.020336079258834062,0.01856031736774429,114,143,153,93,43,23,15755,100277,75571,63469,26.560398256608288,4.3871527840209215,18.087671232876712,38.68767123287671,25012194.59603563,24886866.979608003,14.012216158574834,16.733270635562658,2.0208333333333335,5.585625834746505,0.16818163438495437,0.11749776573109924,1.246942039894618,0.8898663906661648,0.49380228946945504,0.2999298714128392,0.14960481746330448,0.10302973278133232,2425,1386.2608695652175,-52.6491760648787,-15.608677450567484,0.16818163438495437,0.15511220741810577,0.11749776573109924,1.246942039894618,0.8898663906661648,0.49380228946945504,0.2999298714128392,0.14960481746330448,0.10302973278133233,0.13487526204439126,0.12439407964079442,0.24882778195960356,0.2962732091331075,0.3931321352402459,0.06176687366704303,0.7771739130434783
Mexico,2425,12,12,14563,227,25,26.780228295363486,22,23.73542290646583,9,9.188167992979288,190,78,54.39428139477968,32.98899118602276,35.968396288342774,9.188167992979288,36,3,89400000,67000000,51000000,20000000,0.14159021865881916,464,60,14.405358291231096,21.579412545077503,25.837774177081883,12.121851704083385,18.534607156179845,22.792968788184226,0.5379102124280667,0.8057964370980956,0.9648078385334463,0.51070721393303,0.7808837967294353,0.9602933504915614,0.34094925988192154,0.3154867283842489,5,7,11,5,2,1,315,6790,4262,3196,29.169651932698645,4.384423502603081,22.616438356164384,36.28219178082192,7746412.140355696,6506011.20642916,53.877566435487196,39.00660394747474,9.213898235253724,12.526335893192826,0.16550302455419305,0.05678329460743907,1.1742086108631464,0.48204353498592323,0.3361591241866491,0.203873460601665,0.1545011330083087,0.05562040788299113,2425,1213.5833333333333,-1.7802282953634858,1.2645770935341716,0.16550302455419308,0.1466859892592134,0.056783294607439125,1.1742086108631462,0.48204353498592323,0.33615912418664917,0.20387346060166509,0.15450113300830873,0.055620407882991135,0.1409485699755973,0.1249232784550833,0.2194602760420243,0.2926594795028497,0.46625008583396277,0.02163015862116322,0.5833333333333334
England,2223,117,117,205541,2954,348,377.2354817185551,321,349.0766962505877,234,278.8174110306427,2850,2244,969.2994840983301,548.1034810142592,656.0528927491978,278.8174110306427,348,3,2840250000,570000000,380000000,140000000,0.018893761428525023,2258,319,23.06444012373686,63.612405728548765,99.8604621104896,18.761760517954823,53.83244800195098,86.15942378900945,0.061140696571444456,0.16862784337982345,0.2647165151474079,0.053746814724310706,0.15421381197932185,0.2468208984284622,0.025766937526153208,0.02423990309266258,81,99,106,65,37,26,16223,83164,51512,54642,29.639014647146023,4.288012715236364,19.065753424657533,40.273972602739725,25678372.44150802,26824375.025165375,22.577028427418373,22.96784294634602,3.4570864207141154,7.907464753073666,0.16517966417731722,0.12208545736742471,1.2479262045042108,0.9825776852306839,0.42442604428726977,0.23999743745181412,0.15237835760261942,0.10246130942245098,2223,1756.7606837606838,-29.235481718555093,-1.0766962505877018,0.16517966417731722,0.15284980934486497,0.1220854573674247,1.2479262045042108,0.9825776852306839,0.42442604428726977,0.23999743745181412,0.15237835760261942,0.102461309422451,0.13236332691879127,0.12248305131599568,0.2658447706297041,0.25061666528819065,0.40461027240307285,0.07892829167903241,0.8461538461538461
DR Congo,2223,8,8,12465,192,22,22.69591032527387,20,21.19485675357282,9,11.257378723472357,178,94,56.320844143629074,31.17636961489916,33.95328904874623,11.257378723472357,20,1,65700000,61500000,56000000,30000000,0.32979342011680784,331,50,6.176944080740213,15.685793559998274,21.44613933004439,5.419168118387461,14.357054052874446,19.94508575834334,0.2721611070987379,0.6911286366218489,0.9449340882424199,0.2556831679211019,0.6773838681619905,0.9410342325140363,0.20032605253961097,0.19714076702418454,6,6,6,6,4,2,0,4286,2529,5650,29.619847133617967,2.8368172958529887,27.52054794520548,35.00821917808219,8552194.143602086,11237620.172565771,44.79671079021259,29.75105040162448,4.194304051343763,6.734771180756096,0.16386938863013623,0.08128071280485452,1.2851985559566788,0.6787003610108303,0.40664869417782723,0.22510014162382064,0.15884476534296024,0.06498194945848375,2223,1558.125,-0.6959103252738714,0.8051432464271784,0.16386938863013625,0.1530314567044969,0.08128071280485456,1.2851985559566788,0.6787003610108303,0.4066486941778273,0.22510014162382064,0.15884476534296027,0.06498194945848375,0.12750511418693186,0.1190722289526563,0.45326915363016446,0.20288808664259927,0.34384275972723627,0,0.75
Algeria,2223,26,26,37451,586,66,68.15465018106624,51,55.23230319889262,49,55.09698014706373,627,513,182.17191230971366,104.91488706320524,123.25163032812998,55.09698014706373,71,2,230550000,135000000,108000000,40000000,0.09471702158111435,907,148,12.59608956426382,25.331393470987678,37.044332136400044,12.59608956426382,23.547856173478067,31.522900759708136,0.1848162895825865,0.3716752034335125,0.5435334498524236,0.2280565689774886,0.4263421007210539,0.5707330481257236,0.0848074229155008,0.09628539001067135,17,22,22,16,7,6,0,8808,14148,14495,29.024978391856685,4.386779857917724,20.386301369863013,37.821917808219176,8665114.155251142,11008312.01108205,39.73196977383782,34.5731999364559,6.143707778163467,11.170565718061841,0.1637851730606916,0.13240576254935074,1.5067688446236416,1.2328108728738885,0.43778462812406155,0.25212517251043953,0.15860724680248858,0.1177538650503324,2223,1440.423076923077,-2.154650181066245,10.767696801107377,0.16378517306069162,0.13273096280207033,0.13240576254935077,1.5067688446236414,1.2328108728738885,0.43778462812406155,0.2521251725104396,0.15860724680248858,0.11775386505033243,0.10869960156469896,0.08808979776537898,0.3870390643774532,0.377773624202291,0.2351873114202558,0,0.8461538461538461
Morocco,2324,31,31,38958,657,61,70.59308115951717,58,66.84185427241027,31,37.3995729284361,608,373,169.39118791557848,94.47364411596209,107.99265408795327,37.3995729284361,76,4,371400000,185000000,145000000,80000000,0.08466690387475642,741,83,13.3881605733186,30.197753991000354,40.43458290863782,12.64488290436566,28.693177486769855,37.800713053904474,0.1896525885173613,0.4277721484172557,0.5727839363927033,0.18917612388238275,0.4292696215432983,0.5655246022925959,0.08956070498628105,0.08825331810867187,20,25,27,14,7,4,3879,12110,10405,12564,27.513625140386527,3.475910763719696,21.156164383561645,36.92876712328767,13831926.624960238,15625849.49414889,29.258868525078288,26.04528727519264,3.5530828071256226,5.331585735183568,0.16308273793204334,0.08639975264539371,1.4045895579855228,0.8616972123825658,0.39132416737004116,0.2182511414969092,0.1409209918373633,0.07161558601570922,2324,1256.7096774193549,-9.593081159517169,-5.8418542724102736,0.16308273793204336,0.1544167278740419,0.08639975264539373,1.4045895579855228,0.8616972123825658,0.39132416737004116,0.2182511414969092,0.1409209918373633,0.07161558601570922,0.11610704138078481,0.10993726031646427,0.322501155090097,0.2670824991015966,0.31084757944453,0.09956876636377637,0.8064516129032258
Cape Verde,2223,2,2,2432,39,5,4.393560951575637,5,4.393560951575637,4,3.5919587705284357,44,26,7.680164743214846,1.3434006161987784,7.985519722104073,3.5919587705284357,3,1,18500000,18500000,18500000,18000000,0.9474068663257853,32,1,4.00003750436008,4.393560951575637,4.393560951575637,4.00003750436008,4.393560951575637,4.393560951575637,0.9104317769679672,1,1,0.9104317769679672,1,1,0.8369084870901664,0.8369084870901664,1,1,2,1,1,0,0,408,0,2024,33.47198990627253,7.167931754493766,25.035616438356165,35.172602739726024,3435855.263157895,12374368.670764582,9.355263157894736,14.142135623730951,0.8322368421052632,0.7071067811865476,0.16259066021455892,0.13292610581725295,1.6282894736842106,0.9621710526315788,0.2842166228985757,0.04971466096130341,0.18503289473684204,0.14802631578947364,2223,1216,0.6064390484243631,0.6064390484243631,0.16259066021455892,0.16259066021455892,0.13292610581725298,1.6282894736842106,0.962171052631579,0.2842166228985757,0.049714660961303475,0.1850328947368421,0.14802631578947367,0.09985365799035538,0.09985365799035538,0.8322368421052632,0,0.16776315789473684,0,0.5
England,2526,142,142,160211,2466,262,288.4790050960146,225,256.5519047253765,162,193.02487007528543,2226,1599,751.8053956367075,448.33448621537536,481.5038751713,193.02487007528543,277,15,3348850000,570000000,380000000,140000000,0.014893293439926396,2235,324,24.527553543448448,48.78734271042049,69.54674505069852,16.949786461889744,38.974098194390535,53.84815688524395,0.08502370401369393,0.16911921439198868,0.24108078515991568,0.06606766954247904,0.15191506075977093,0.20989186162108284,0.02485923124263754,0.021331801168454713,76,102,116,63,30,18,8910,66206,44954,40141,27.480898417951046,5.077434760620227,16.284931506849315,40.273972602739725,30216676.87155585,24998241.356583178,18.841265581015037,20.81314354827743,2.64686569586358,7.063407046813897,0.16205572937339704,0.10843349274878557,1.2504759348609022,0.8982529289499472,0.42233358263355,0.2518560133785057,0.14718090518129218,0.09100498717316538,2526,1128.2464788732395,-26.47900509601459,5.448095274623483,0.16205572937339704,0.14412038764681506,0.1084334927487856,1.2504759348609022,0.8982529289499472,0.42233358263355,0.2518560133785057,0.14718090518129218,0.0910049871731654,0.12959524038455283,0.11525242799882143,0.250550836084913,0.2805924686819257,0.41324253640511577,0.05561415882804552,0.7183098591549296
Austria,2122,35,35,43798,697,71,78.79553020466119,67,74.23830424714833,39,53.721794742159545,647,449,207.57962968293577,120.62790588941425,132.51732494682074,53.721794742159545,84,4,197725000,120000000,82000000,32000000,0.09334708353800882,1107,181,15.744558840990068,33.48696970939636,44.99701133556664,13.460662811994553,31.20307368040085,41.144543785601854,0.19981538039144625,0.42498565112028935,0.5710604550625236,0.1813169488244555,0.4203096231363532,0.5542225701792254,0.08997946636057463,0.08465512360808247,19,27,30,19,8,4,2448,17045,13055,11250,30.82032062513645,5.134270773909496,18.89041095890411,39.134246575342466,6989287.419431846,8776243.382943904,44.218320471254394,32.37563146264551,7.6100735193387825,9.787404012858794,0.1619160171336478,0.11039229021403624,1.3295127631398693,0.9226448696287501,0.4265529629541125,0.24787687862567426,0.14589707292570436,0.08014064569158406,2122,1251.3714285714286,-7.7955302046611905,-3.238304247148335,0.16191601713364784,0.15255142660037788,0.11039229021403624,1.3295127631398693,0.9226448696287503,0.42655296295411255,0.2478768786256743,0.14589707292570436,0.08014064569158409,0.12178598176918268,0.11474235586885369,0.25686104388328235,0.29807297136855565,0.3891730215991598,0.05589296314900224,0.7714285714285715
Scotland,2526,16,16,13421,255,22,24.127364486455917,22,24.127364486455917,9,14.811079531908035,230,140,61.252475009299815,33.587086588609964,38.93844401836395,14.811079531908035,25,0,183750000,114000000,83000000,45000000,0.11219214216298763,498,63,6.248231869190931,15.329240953549743,19.23674869351089,6.248231869190931,15.329240953549743,19.23674869351089,0.25896868564730413,0.6353466812405031,0.7973000409684028,0.25896868564730413,0.6353466812405031,0.7973000409684028,0.15855765191698232,0.15855765191698232,6,12,13,6,3,1,38,3192,7186,3005,27.94394534021004,4.091701585100321,19.635616438356166,35.23013698630137,15128380.895611355,10576100.711037125,38.22718128306386,30.412442629073166,6.545935474256762,6.1802777715353,0.16179590222643858,0.09932174635807488,1.5423589896430967,0.9388272110871023,0.41075350203688127,0.22523193450375503,0.1475299903136875,0.06035317785559942,2526,838.8125,-2.1273644864559174,-2.1273644864559174,0.1617959022264386,0.1617959022264386,0.09932174635807489,1.5423589896430967,0.9388272110871023,0.41075350203688127,0.2252319345037551,0.14752999031368752,0.06035317785559944,0.10490158472372138,0.10490158472372138,0.2239028388346621,0.5354295507041205,0.2378362268087326,0.002831383652484912,0.75
France,2223,174,174,272177,4089,445,488.37410563370213,402,443.67941842554137,321,334.28918511094525,3876,2756,1317.9781209058128,766.6993307992816,822.6632907446474,334.28918511094525,457,25,3188350000,620000000,440000000,200000000,0.016982193356535686,2654,410,27.803832735866308,79.13378252554685,112.34807827044278,24.76345356926322,64.06640000548214,94.24966195132583,0.05693142288899356,0.16203517265286785,0.2300451170003428,0.0558138433762373,0.1443979534431206,0.21242739247581954,0.020374526707515245,0.01867818707915203,121,152,159,93,50,27,14364,98017,92945,66851,27.866223726995514,4.192592050216973,19.80821917808219,39.536986301369865,20814821.421354488,25693943.813108668,18.2585560131826,24.93075654192443,2.990601704038181,7.665668545808801,0.1614892864093336,0.11053846085446262,1.2816659747149832,0.9113187374392399,0.4358121034529852,0.2535223026631028,0.14714689338188017,0.10614416354063716,2223,1564.2356321839081,-43.37410563370213,1.320581574458629,0.1614892864093336,0.14671022040179266,0.11053846085446262,1.2816659747149832,0.91131873743924,0.4358121034529852,0.2535223026631028,0.14714689338188017,0.10614416354063715,0.12599951125740508,0.11446837420679602,0.24561590435635633,0.3414873409582735,0.3601222733735768,0.05277448131179343,0.8735632183908046
Portugal,2526,65,65,60010,953,100,107.57389949634671,92,99.98430801555514,88,82.46343675069511,928,658,303.411806111224,184.27533838152885,190.03733624704182,82.46343675069511,117,7,978450000,420000000,295000000,110000000,0.054032688456890896,1090,164,9.78115815948695,25.51637180428952,39.578405478969216,7.668997213244438,20.652494011446834,32.74659073539078,0.09092501252889065,0.23719853908573868,0.3679182930457339,0.07670200819963996,0.20655735306218057,0.32751730131788487,0.0438304396500793,0.03997925387847641,30,42,47,28,13,6,3466,22872,18885,14787,26.311915822248803,3.8795679468752837,18.575342465753426,35.57260273972603,23366737.21046492,24044324.104341455,24.028178636893852,23.12653321320639,3.7022829528411934,5.285911972840198,0.16133396025114485,0.12367454270225896,1.3917680386602234,0.986835527412098,0.4550418688553601,0.2763669464145575,0.14997500416597234,0.13197800366605567,2526,923.2307692307693,-7.573899496346712,0.015691984444856644,0.16133396025114488,0.14995147011164744,0.12367454270225894,1.3917680386602234,0.986835527412098,0.45504186885536013,0.2763669464145575,0.14997500416597234,0.13197800366605567,0.11592015031933912,0.10774171122365855,0.24640893184469256,0.3146975504082653,0.381136477253791,0.05775704049325112,0.6461538461538462
Türkiye,2526,18,18,18678,289,36,33.3539841203019,30,27.267115618102252,22,27.077418070286512,309,247,97.24014296010137,62.73383778240532,60.431402190588415,27.077418070286512,31,2,346750000,258000000,210000000,90000000,0.14770432416781848,393,55,7.77240982465446,17.38000621087849,23.2071721162647,6.249812124297023,13.926315365359187,17.94642772525549,0.2330279284363978,0.5210773665956034,0.6957841088057292,0.22920693966426947,0.5107366529121878,0.6581711089874541,0.12400795030621846,0.12008206424933707,7,13,14,11,4,2,2610,6386,6141,3541,25.47806664349091,4.181769261218714,20.421917808219177,34.27945205479452,29651287.611093264,25529174.807264518,27.067244887032874,24.997058650498673,3.835903201627583,5.138919802062116,0.1607162742706484,0.1304726216043359,1.4889174429810472,1.190170253774494,0.4685519256028013,0.3022831888005396,0.17346610986186956,0.10600706713780916,2526,1037.6666666666667,2.6460158796980977,8.732884381897748,0.16071627427064844,0.13138667981738958,0.13047262160433593,1.488917442981047,1.190170253774494,0.46855192560280134,0.30228318880053956,0.17346610986186958,0.10600706713780918,0.10794169618220681,0.08824309261521765,0.18958132562372845,0.3287825248955991,0.3418995609808331,0.1397365884998394,0.7222222222222222
Algeria,2122,22,22,31478,488,60,55.83560497686267,51,45.95363690145314,42,43.23539300728589,507,381,143.11730407178402,79.27560536377132,99.07099798414856,43.23539300728589,54,3,159200000,101000000,80000000,40000000,0.12148130729021994,844,141,12.052416706457734,29.562988483347,39.48719263728708,8.251946095377207,21.956668752245605,30.365319532342255,0.21585539749147611,0.5294648190092577,0.7072045275348929,0.17957112106433223,0.4778004578686849,0.6607816394915643,0.12189914607461458,0.10776218673627792,15,20,22,13,5,4,2526,6667,11635,10650,30.190585205409825,3.921430254091651,24.854794520547944,37.821917808219176,9462888.366478175,9578922.568627307,37.74086663701633,36.41107295543807,5.511849545714467,12.026395932871957,0.15964179579127136,0.12361602931112936,1.4495838363301354,1.089332232035072,0.4091923682082903,0.22666003185524553,0.17154838299764916,0.12008386809835439,2122,1430.8181818181818,4.164395023137331,14.046363098546863,0.15964179579127136,0.1313878683884231,0.12361602931112937,1.4495838363301354,1.089332232035072,0.4091923682082903,0.22666003185524553,0.17154838299764916,0.1200838680983544,0.11012939837645497,0.090638337083734,0.3383315331342525,0.3696232289217866,0.2117987165639494,0.08024652138001144,0.9090909090909091
Morocco,2425,31,31,40090,659,55,70.97213978692889,49,64.90819616429508,45,52.8664854420349,559,462,202.71989496890455,117.88512210082263,123.83862522896379,52.8664854420349,84,6,414000000,197000000,147000000,80000000,0.07402296436322903,613,44,11.9655422270298,28.00821488443762,39.8960222620517,10.44535192847252,25.629818599671125,36.1123640332371,0.16859491996369994,0.3946367542041611,0.5621363873461717,0.16092500709823046,0.39486259231110266,0.556360616490247,0.08462965692066582,0.08185702438132565,19,26,26,16,8,5,844,16517,9482,13247,25.9735495819338,3.7458971602518427,19.865753424657534,36.92876712328767,17410434.02466224,15507550.997208891,22.297281117485657,23.19440978255947,1.7785981541531555,3.0196489150052646,0.15932882466509354,0.11868255649247045,1.2549264155649789,1.0371663756547767,0.45509579813423323,0.26464607106695026,0.12347218757794959,0.10102269892741331,2425,1293.225806451613,-15.972139786928892,-9.908196164295077,0.15932882466509354,0.14571558131171256,0.11868255649247046,1.2549264155649789,1.0371663756547767,0.4550957981342332,0.26464607106695026,0.12347218757794962,0.10102269892741333,0.1269626829819837,0.11611484108102876,0.33043152905961587,0.23651783487153905,0.4119980044898977,0.021052631578947368,0.8387096774193549
