nation,season,players_n,rows_n,minutes_total,matches_total,goals_total,xg_total,np_goals_total,np_xg_total,assists_total,xa_total,shots_total,key_passes_total,xgchain_total,xgbuildup_total,xg_plus_xa_total,npg_plus_xa_total,yellow_cards_total,red_cards_total,market_value_total,market_value_top5_sum,market_value_top3_sum,market_value_top1,market_value_hhi,caps_total,international_goals_total,top1_xg,top3_xg,top5_xg,top1_np_xg,top3_np_xg,top5_np_xg,top1_xg_share,top3_xg_share,top5_xg_share,top1_np_xg_share,top3_np_xg_share,top5_np_xg_share,xg_hhi,np_xg_hhi,players_over_1000_min,players_over_500_min,players_over_250_min,players_xg_gt_1,players_xg_gt_3,players_xg_gt_5,goalkeeper_minutes,defender_minutes,midfield_minutes,attack_minutes,age_mean,age_sd,age_min,age_max,market_value_mean,market_value_sd,caps_mean,caps_sd,international_goals_mean,international_goals_sd,xg_per90_weighted,xa_per90_weighted,shots_per90_weighted,key_passes_per90_weighted,xgchain_per90_weighted,xgbuildup_per90_weighted,goals_per90_weighted,assists_per90_weighted,season_num,minutes_per_player,goals_minus_xg,goals_minus_np_xg,xg_per90,np_xg_per90,xa_per90,shots_per90,key_passes_per90,xgchain_per90,xgbuildup_per90,goals_per90,assists_per90,xg_per_shot,np_xg_per_shot,attack_minutes_share,midfield_minutes_share,defender_minutes_share,goalkeeper_minutes_share,attack_depth_index
DR Congo,2122,7,7,6465,122,15,10.960567411966622,14,10.200472411699593,4,5.889650973491371,105,51,24.67371151316911,14.376418001949787,16.850218385457993,5.889650973491371,6,0,64200000,62500000,57000000,30000000,0.34605157170446715,212,39,3.706171400845051,10.358159196563065,10.800936992280185,3.4018343733623624,9.598064196296036,10.040841992013156,0.3381368191576191,0.9450385921858522,0.9854359346841702,0.3334977279543028,0.9409431062513718,0.9843506836503625,0.29959559493228916,0.2973127927788156,3,5,7,3,3,0,0,2928,1690,1847,31.016979097140563,3.1662927740945643,27.52054794520548,35.00821917808219,12727733.952049498,11814498.760099007,26.264346481051817,20.022606271531235,4.40077339520495,7.4129873163510105,0.15258330503897846,0.08199050079106313,1.4617169373549883,0.7099767981438515,0.34348554310676255,0.2001357494470968,0.2088167053364269,0.05568445475638047,2122,923.5714285714286,4.039432588033378,4.799527588300407,0.1525833050389785,0.1420019361257484,0.08199050079106317,1.4617169373549883,0.7099767981438515,0.34348554310676255,0.20013574944709683,0.2088167053364269,0.05568445475638051,0.10438635630444401,0.09714735630190088,0.28569218870843,0.2614075792730085,0.4529002320185615,0,0.7142857142857143
Croatia,2526,28,28,34011,499,63,57.54327907692641,51,46.99633444938809,32,39.93422232102603,422,357,152.45450226590037,99.98265776410699,97.47750139795244,39.93422232102603,62,2,347000000,219000000,165000000,70000000,0.10071091031401308,1021,137,12.283620797097685,27.57098862528801,36.5486713219434,8.56723266467452,20.0657171420753,27.018454442732036,0.2134675151319826,0.47913481934927427,0.63515100126782,0.182295763383437,0.4269634510258398,0.5749055699616128,0.10475510838445733,0.08853850043781605,19,22,22,15,6,3,1530,11424,17925,3132,28.504988998321657,4.9069709180973,18.802739726027397,40.59452054794521,13647496.398224104,17025230.265945468,42.99606009820352,43.574952151740284,6.577754255976008,8.45177730909539,0.15227118040996668,0.10567404689342688,1.1166975390314897,0.9446943635882509,0.4034255153900513,0.26457437884124635,0.16671077004498544,0.0846784863720561,2526,1214.6785714285713,5.45672092307359,16.003665550611913,0.15227118040996668,0.12436182706903437,0.1056740468934269,1.1166975390314897,0.9446943635882509,0.4034255153900513,0.26457437884124635,0.16671077004498544,0.0846784863720561,0.1363584812249441,0.1113657214440476,0.09208785392961101,0.5270353709094117,0.33589132927582255,0.0449854458851548,0.7857142857142857
Argentina,2324,62,62,91924,1365,155,154.62066945899278,133,134.10933780111372,93,89.82703604642302,1273,870,454.89542007353157,309.508022648748,244.4477055054158,89.82703604642302,250,10,915050000,395000000,265000000,90000000,0.05217189064060039,1395,152,19.917103573679924,45.1454848870635,63.34337251260877,17.633207097649574,39.05535423196852,53.65024553518742,0.1288126848976176,0.29197574324975106,0.4096695010715121,0.13148381303470383,0.29122024515465306,0.4000485455736989,0.051061914881995726,0.05002804067579433,38,48,52,34,16,8,12175,32922,26727,20100,30.09360552761574,5.01360561398696,19.035616438356165,41.52876712328767,19193187.850833297,22242803.264540307,25.737163308820328,28.374399683113108,2.7387515773900177,6.1582343098417995,0.15138440724195365,0.08794692620184141,1.2463556851311954,0.8517906096340455,0.4453743071082399,0.3030299164351782,0.15175579826813454,0.0910534789608807,2324,1482.6451612903227,0.37933054100722075,20.890662198886275,0.15138440724195368,0.13130238460141241,0.08794692620184144,1.2463556851311954,0.8517906096340456,0.4453743071082399,0.3030299164351782,0.15175579826813454,0.09105347896088073,0.12146164136605875,0.10534904776206891,0.21865889212827988,0.29075105521952915,0.35814368391279755,0.13244636873939342,0.7741935483870968
Croatia,2122,27,27,39106,616,62,65.41871425509453,58,62.42757917009294,62,61.308960415422916,574,471,228.8414932684973,145.30572594702244,126.72767467051744,61.308960415422916,73,0,204450000,136000000,117000000,70000000,0.16225704654944248,1228,166,12.476518963463604,32.47258686367422,42.31805403344333,12.476518963463604,30.986028843559325,40.07019682042301,0.1907178871601254,0.49638069524035927,0.6468799412417033,0.1998558830780468,0.4963516006144243,0.6418669016661046,0.10439488468887742,0.105275710149552,15,23,25,16,5,4,1980,13673,16843,6610,31.081551862202417,3.9413155292641817,22.367123287671234,40.59452054794521,9065042.448729096,14188526.874619326,61.046847031146115,49.074018169080674,9.549250754359944,10.63269161850051,0.15055705730472324,0.14109871726558745,1.321024906663939,1.0839768833427095,0.5266643071182109,0.33441199138832967,0.1426891014166624,0.1426891014166624,2122,1448.3703703703704,-3.418714255094528,-0.42757917009294033,0.15055705730472324,0.14367314799029215,0.14109871726558745,1.321024906663939,1.0839768833427097,0.5266643071182109,0.33441199138832967,0.1426891014166624,0.1426891014166624,0.11396988546183716,0.10875884872838491,0.1690277706745768,0.43070117117577866,0.34963944151792564,0.05063161663171892,0.8518518518518519
France,2526,205,205,219204,3363,327,365.6486963904463,284,323.98607002338395,227,257.21740210428834,2825,2224,1022.2974770450965,621.6465084594674,622.8660984947346,257.21740210428834,350,19,3483400000,620000000,440000000,200000000,0.014626803593103714,2146,341,21.647808451205492,46.21122230216861,66.43238373100758,14.95830949023366,37.23821667954326,55.71782882139087,0.059203844195001784,0.1263814769705166,0.1816836334624037,0.04616960688820366,0.11493770913315983,0.1719760013674952,0.016470561299929784,0.015243017002354408,106,145,170,93,36,19,13867,77745,74930,52662,26.00640339279881,4.66258114578062,16.389041095890413,39.536986301369865,22978601.211656723,24080352.36780847,12.07429152752687,18.446669807115313,1.9509315523439352,6.598341892786294,0.1501267434679119,0.10560740766311724,1.159878469370997,0.9131220233207423,0.4197312682891675,0.25523341618470496,0.13425849893250122,0.09320085399901462,2526,1069.2878048780487,-38.648696390446275,3.0139299766160548,0.15012674346791194,0.13302105026415828,0.10560740766311724,1.159878469370997,0.9131220233207423,0.4197312682891675,0.25523341618470496,0.13425849893250122,0.09320085399901462,0.1294331668638748,0.11468533452155184,0.2402419663874747,0.3418277038740169,0.3546696228171019,0.06326070692140655,0.7073170731707317
Argentina,2425,50,50,68905,1092,99,114.64678041730076,86,103.35344643611461,76,86.5410331315361,924,725,380.408542888239,254.5195569191128,201.18781354883686,86.5410331315361,186,5,943725000,395000000,265000000,90000000,0.04936328889360866,1265,124,14.972904972732069,36.2293386538513,48.41303753713146,14.972904972732069,32.29230827232823,42.50169003428891,0.13060030921263083,0.31600833902165226,0.42227995728195517,0.14487088228825734,0.31244539380008896,0.4112266353939178,0.05626260189222419,0.05562476385201258,31,38,43,27,12,6,13302,15321,22357,17925,28.767365550942188,4.150259681435343,21.10958904109589,40.81917808219178,26150965.096872505,23102010.07797497,29.941905522095638,25.294389149552117,3.4011755315289167,5.4407382452256625,0.1497454500770201,0.11303523665682096,1.206879036354401,0.9469559538495029,0.4968691511492854,0.3324397376492294,0.12930846818082867,0.09926710688629273,2425,1378.1,-15.64678041730076,-4.353446436114609,0.14974545007702006,0.13499470545316472,0.11303523665682096,1.206879036354401,0.9469559538495029,0.49686915114928537,0.3324397376492294,0.1293084681808287,0.09926710688629273,0.12407660218322593,0.1118543792598643,0.2601407735287715,0.3244612147159132,0.22234961178434076,0.19304839997097453,0.76
Paraguay,2425,7,7,7410,133,12,12.315578709822148,12,11.554279934149235,4,5.205023981630802,147,56,20.726196098141372,8.445451493375003,17.52060269145295,5.205023981630802,15,0,58900000,58000000,47000000,22000000,0.2579290385995659,248,25,3.2452549929730594,8.559512042906135,11.832907396834344,3.2452549929730594,8.1276441286318,11.071608621161431,0.26350812003538604,0.6950150085987916,0.9608080688402523,0.2808703797613169,0.7034314708448558,0.9582257556733375,0.20285669559250707,0.20545156118601118,4,4,4,5,1,0,1537,3000,1168,1705,30.106601593551847,4.889428732254221,22.221917808219178,38.04383561643836,13115256.257449344,7957491.229443276,34.24048582995952,19.730324738475904,3.2935222672064777,3.359421718944242,0.1495819276496617,0.0632189147566494,1.785425101214575,0.680161943319838,0.25173517528106926,0.10257633392763156,0.14574898785425097,0.048582995951416984,2425,1058.5714285714287,-0.3155787098221481,0.4457200658507645,0.14958192764966172,0.14033538381557775,0.06321891475664941,1.785425101214575,0.680161943319838,0.2517351752810693,0.10257633392763162,0.145748987854251,0.048582995951417005,0.08377944700559284,0.0786005437697227,0.2300944669365722,0.15762483130904184,0.4048582995951417,0.20742240215924426,0.5714285714285714
France,2122,162,162,246624,3631,413,407.9302481082268,368,367.0707137729041,307,290.91996780317277,3328,2570,1143.2425903673284,680.720288282726,698.8502159113996,290.91996780317277,462,25,2855150000,620000000,440000000,200000000,0.019189333415634165,2645,393,24.977208882570267,72.28005755599588,102.93059116881341,21.936828210949898,57.26341678854078,85.63598326127976,0.06122911698360656,0.1771872958457826,0.2523239981495689,0.059761858922151904,0.15600105004282083,0.2332956023134557,0.0231737210256565,0.02088059535282279,102,124,128,80,40,27,11324,89722,81956,63622,28.493596063710108,3.995894961376091,20.416438356164385,39.536986301369865,19789552.922667705,25672194.904828466,20.82236927468535,25.600084978244453,3.208163033605813,7.932796578741719,0.1488651645003747,0.10616483838671642,1.2144803425457376,0.9378649279875438,0.4172012177771002,0.24841388488324467,0.15071525885558584,0.11203289217594394,2122,1522.3703703703704,5.069751891773194,45.92928622709587,0.1488651645003747,0.13395437686340897,0.10616483838671642,1.2144803425457376,0.9378649279875438,0.41720121777710023,0.24841388488324467,0.15071525885558584,0.11203289217594395,0.12257519474405854,0.11029769043656976,0.25797164915012327,0.3323115349682107,0.36380076553782276,0.04591605034384326,0.7654320987654321
Germany,2324,144,144,215414,3145,339,356.1915518124588,326,340.30061660753563,282,292.4349732371047,2919,2447,1109.6941039985977,692.2972987201065,648.6265250495635,292.4349732371047,401,15,1945650000,480000000,340000000,120000000,0.023175076698435267,2408,351,17.09328974597156,48.72251107543707,74.64589159190655,16.335513127967715,44.30643695220351,69.33822398632765,0.04798903752487505,0.13678738540404894,0.209566709856187,0.04800318404009022,0.13019793320945275,0.2037557988509158,0.019526652381696347,0.019244384793885533,96,114,124,81,39,21,30765,72207,62947,49495,29.401205871688163,4.479347593339446,19.504109589041096,40.04931506849315,14563721.949362623,20728334.98583436,20.597704884547895,23.11099530782057,2.7149256779967876,5.897396308268863,0.14881688127568907,0.1221793736309591,1.21955861736006,1.0223569498732672,0.4636303553152246,0.2892419103902698,0.14163424847038725,0.11781964032049912,2324,1495.9305555555557,-17.191551812458783,-1.3006166075356305,0.1488168812756891,0.14217764627497845,0.1221793736309591,1.21955861736006,1.0223569498732674,0.4636303553152246,0.2892419103902698,0.14163424847038725,0.11781964032049913,0.12202519760618663,0.11658123213687414,0.22976686752021688,0.29221406222436797,0.33520105471324985,0.1428180155421653,0.7916666666666666
Portugal,2425,86,86,86751,1458,107,142.92531902901828,91,128.53408726956695,115,124.32215360086411,1232,1018,456.0430072331801,289.9871779102832,267.2474726298824,124.32215360086411,182,14,1049375000,420000000,295000000,110000000,0.048984007256368395,1293,176,16.26604363322258,36.360037323087454,54.30883584357798,13.985758140683174,32.863414499908686,47.515211056917906,0.11380799247976538,0.25439885368179754,0.3799805115883743,0.10880972073463803,0.2556785923331465,0.3696701168248626,0.04303570966251454,0.042071762276209006,38,47,59,32,16,6,5896,41479,22557,16819,27.07794861785968,4.163568120014507,18.575342465753426,36.52054794520548,20718850.503164228,21998953.255551625,22.883989809915736,22.309822513291223,3.1585457228158753,4.7002051938792,0.14827816062767743,0.1289782691159499,1.2781408859840233,1.05612615416537,0.47312273807778826,0.300847782871961,0.1110073659093267,0.1193069820520801,2425,1008.7325581395348,-35.92531902901828,-21.534087269566953,0.14827816062767743,0.1333479481995715,0.12897826911594992,1.278140885984023,1.05612615416537,0.47312273807778826,0.300847782871961,0.1110073659093267,0.11930698205208008,0.11601081090017717,0.10432961629023292,0.19387672764579084,0.2600200574056783,0.47813858053509467,0.06796463441343616,0.5465116279069767
New Zealand,2122,6,6,8615,128,12,14.152505219914019,11,13.391336203552783,6,9.131481917575002,130,72,30.229780758731067,16.396307536400855,23.28398713748902,9.131481917575002,15,1,13000000,12850000,12000000,6000000,0.3226923076923078,183,52,8.213475201278925,13.055391615256667,14.152505219914019,7.452306184917688,12.29422259889543,13.391336203552783,0.5803548611112135,0.9224791944882238,1,0.5565020601111156,0.9180728802577384,1,0.4197919990434477,0.4023761331072476,3,4,5,4,2,1,0,469,5412,2734,27.771938717909986,6.797998594271793,17.854794520547944,34.35068493150685,2537208.3575159605,2296446.5303304293,39.40777713290772,31.24579971772206,15.487057457922228,17.81759430076537,0.14784973532121437,0.09539563233682527,1.3580963435867672,0.7521764364480558,0.31580734396817134,0.17129050241161653,0.1253627394080093,0.06268136970400462,2122,1435.8333333333333,-2.152505219914019,-1.3913362035527825,0.14784973532121437,0.13989788256758565,0.09539563233682533,1.3580963435867672,0.7521764364480557,0.31580734396817134,0.17129050241161659,0.1253627394080093,0.06268136970400465,0.10886542476856938,0.10301027848886755,0.31735345327916425,0.6282066163668021,0.05443993035403366,0,0.6666666666666666
New Zealand,2223,7,7,4628,105,5,7.595982115715742,4,6.834813084453344,4,4.829569358378649,56,35,16.058206689544022,9.580681242980063,12.42555147409439,4.829569358378649,6,0,15750000,15450000,12000000,6000000,0.2549659863945578,192,50,3.4332568161189556,7.128668127581477,7.595982115715742,2.712577499449253,6.367499096319079,6.834813084453344,0.4519832674455227,0.9384787929967063,1,0.39687661768239973,0.9316273931181482,1,0.3506974780245484,0.3336783723314686,2,4,4,2,1,0,0,573,3247,808,24.071144078332008,5.810078626405597,17.854794520547944,34.35068493150685,2266659.4641313744,2152905.0141610987,28.832108902333623,30.35817925401732,8.680639585133967,16.697590359375923,0.14771788902645128,0.0939198881275018,1.0890233362143475,0.6806395851339672,0.3122814611190497,0.1863140259006494,0.09723422644770957,0.07778738115816766,2223,661.1428571428571,-2.595982115715742,-1.8348130844533443,0.14771788902645133,0.132915552636301,0.09391988812750181,1.0890233362143475,0.6806395851339672,0.3122814611190497,0.18631402590064947,0.0972342264477096,0.07778738115816768,0.13564253778063826,0.12205023365095258,0.17458945548833188,0.7015989628349178,0.12381158167675022,0,0.5714285714285714
Argentina,2223,68,68,103958,1537,163,169.46208231104538,140,149.76989208953455,97,120.34648561710492,1421,1027,476.56576490262523,302.3270539827645,289.8085679281503,120.34648561710492,249,18,1045725000,435000000,270000000,90000000,0.04795363423465302,1807,279,19.81596491392702,49.01159642264247,68.4388007959351,18.29336491879076,44.93314783181995,58.89048499800265,0.11693450619564016,0.28921866032946736,0.4038590808197234,0.12214314014364602,0.3000145570309838,0.3932064327241225,0.048928957575050884,0.05001692714259164,44,55,59,35,15,10,12989,39836,28345,22788,30.634069554432802,5.302089979433297,18.665753424657535,41.52876712328767,17783643.63492949,23294920.457304843,32.48606167875488,35.5428335982537,5.872660112737837,14.876747062468567,0.14670912683962836,0.10418807312125515,1.2302083533734778,0.8891090632755536,0.4125792997290855,0.26173488195664407,0.14111468092883664,0.08397622116624019,2223,1528.7941176470588,-6.4620823110453784,13.230107910465449,0.14670912683962836,0.12966092352736788,0.10418807312125515,1.2302083533734778,0.8891090632755536,0.4125792997290855,0.26173488195664407,0.14111468092883664,0.0839762211662402,0.11925551183043306,0.10539753137898279,0.21920390927105177,0.27265818888397236,0.3831932126435676,0.12494468920140826,0.8088235294117647
Austria,2526,28,28,32789,490,39,53.18617353681475,34,46.366183386184275,36,39.15732142049819,391,370,155.94325680937618,101.5843666093424,92.34349495731294,39.15732142049819,83,2,289600000,129000000,87000000,32000000,0.06327025655505022,876,117,12.5201783105731,22.22274687793106,28.512466685846448,11.76240162551403,19.191640160046518,24.42510164808482,0.23540287781573158,0.41782939813387354,0.536087948987541,0.2536849222103295,0.4139145980638348,0.5267869784460794,0.09486646972057095,0.09856274309494989,16,22,24,16,4,2,0,14595,13437,4757,27.722704782801788,3.93250129919774,22.03835616438356,39.134246575342466,12921848.790752996,9251763.738613965,29.536826374698833,28.342948881913316,3.703681112568239,7.1701726381849165,0.14598663022090724,0.10747991484476005,1.0732257769373876,1.0155844948000854,0.4280366315790008,0.2788311017365829,0.10704809539784683,0.09881362652108938,2526,1171.0357142857142,-14.18617353681475,-7.366183386184275,0.14598663022090724,0.12726696467585424,0.10747991484476005,1.0732257769373876,1.0155844948000854,0.42803663157900074,0.2788311017365829,0.10704809539784683,0.09881362652108938,0.13602601927574104,0.11858358922297768,0.1450791423953155,0.40980206776662903,0.4451187898380555,0,0.7857142857142857
Ghana,2425,20,20,28853,439,45,46.62575775384903,44,45.86458891630173,27,27.135648779571056,440,238,129.57309891469777,76.72115011140704,73.76140653342009,27.135648779571056,58,3,246900000,186000000,150000000,75000000,0.16551565864676626,617,104,14.549346312880516,26.540070531889796,34.31062023714185,14.549346312880516,26.540070531889796,33.549451399594545,0.3120452516759247,0.5692147819238149,0.7358726568751465,0.3172239554884404,0.5786614719325788,0.7314891987982042,0.1541262767508804,0.1564180743478396,13,18,19,11,5,2,0,9130,5194,14529,27.800653857603184,4.151675509561883,20.682191780821917,36.323287671232876,17578893.009392437,19251506.434562463,36.09309257269608,32.87180042464809,6.58714865005372,8.918343013433784,0.14543784694300116,0.08464313555475664,1.3724742661075104,0.7423838075763353,0.404172145091422,0.2393131913501762,0.1403666863064499,0.08422001178386992,2425,1442.65,-1.6257577538490295,-0.8645889163017273,0.14543784694300116,0.1430635636664179,0.08464313555475671,1.3724742661075104,0.7423838075763353,0.40417214509142196,0.23931319135017617,0.14036668630644994,0.08422001178386997,0.1059676312587478,0.10423770208250392,0.5035524902089904,0.18001594288288914,0.31643156690812047,0,0.9
Austria,2324,33,33,48118,755,61,77.74077352555469,44,64.0893625007011,74,62.47813771292567,684,667,233.26377189951017,160.52113688737154,140.21891123848036,62.47813771292567,98,5,242050000,124000000,84000000,32000000,0.07233235223422325,1195,172,11.299522154033184,27.23091420158744,38.320457120426,11.299522154033184,22.389065072871745,31.931158716790378,0.1453487229622026,0.3502784056121616,0.49292611048987606,0.1763088555282411,0.3493413602394129,0.49822868368274176,0.07002410700656483,0.07288009074592167,22,28,30,21,9,5,2162,18757,21227,5972,30.133778263139636,3.9770347158960067,22.482191780821918,39.134246575342466,7515008.93636477,8772154.852576178,37.072405336880166,31.785174979616652,4.6935242528783405,10.017976266933783,0.14540649273244774,0.11685922927310592,1.2793549191570721,1.2475580863710045,0.4362970088315374,0.300239044013954,0.11409451764412486,0.1384097427158236,2324,1458.121212121212,-16.740773525554687,-3.0893625007010996,0.14540649273244777,0.11987286722355665,0.11685922927310592,1.2793549191570721,1.2475580863710047,0.4362970088315373,0.300239044013954,0.11409451764412486,0.1384097427158236,0.11365610164554779,0.09369789839283786,0.1241115590839187,0.44114468598029843,0.38981254416226774,0.044931210773515105,0.8484848484848485
Jordan,2526,1,1,1602,24,3,2.5810093572363257,3,2.5810093572363257,5,3.320172474719584,42,25,10.00592625886202,4.915096767246723,5.90118183195591,3.320172474719584,4,0,8000000,8000000,8000000,8000000,1,70,21,2.5810093572363257,2.5810093572363257,2.5810093572363257,2.5810093572363257,2.5810093572363257,2.5810093572363257,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1602,28.843835616438355,NA,28.843835616438355,28.843835616438355,8000000,NA,70,NA,21,NA,0.145000525687434,0.1865265435235721,2.359550561797753,1.404494382022472,0.5621306887001134,0.2761290318677934,0.1685393258426966,0.2808988764044944,2526,1602,0.41899064276367426,0.41899064276367426,0.14500052568743405,0.14500052568743405,0.18652654352357212,2.359550561797753,1.404494382022472,0.5621306887001135,0.2761290318677934,0.16853932584269662,0.28089887640449435,0.061452603743722044,0.061452603743722044,1,0,0,0,1
Germany,2526,146,146,161753,2450,242,259.92038356885314,219,238.6856756042689,160,184.77491621114314,1950,1527,736.5102902664803,460.7600254029967,444.6952997799963,184.77491621114314,278,13,1983100000,425000000,305000000,120000000,0.01963326786246716,1998,259,13.34821842238307,32.59280807711184,48.01648489013314,13.34821842238307,30.316085824742913,45.739762637764215,0.051355027409180146,0.12539535233672036,0.18473535715375525,0.05592383534784832,0.1270125898757567,0.19163178737880723,0.01818681487049331,0.01836288637274145,83,110,122,72,28,14,23111,58275,50037,30330,27.42310800443328,4.568479132520594,17.284931506849315,40.04931506849315,16051699.813913807,18620579.49240494,14.024259210030108,19.58280506294253,1.2842729346596353,4.105119676436354,0.14462071504823268,0.10280948396012984,1.0849876045575662,0.8496287549535403,0.4097971977272955,0.25636867499378496,0.13464974374509284,0.08902462396369773,2526,1107.8972602739725,-17.92038356885314,3.3143243957310915,0.14462071504823268,0.13280564072619488,0.10280948396012984,1.0849876045575662,0.8496287549535403,0.40979719772729545,0.25636867499378496,0.13464974374509284,0.08902462396369774,0.13329250439428367,0.12240291056629175,0.18750811422353836,0.30934202147719053,0.3602715251030893,0.14287833919618184,0.7534246575342466
France,2324,182,182,260868,3970,401,413.9811425777152,369,385.91667875740677,288,305.7462715920992,3573,2640,1290.2841476760805,813.838888367638,719.7274141698144,305.7462715920992,515,31,3382550000,620000000,440000000,200000000,0.01575180975607313,2358,350,21.30484156869352,52.35729304328561,79.90542614273727,15.48910939320922,43.50788829661906,66.03292221017182,0.051463314092124464,0.12647265215336895,0.193017067505042,0.04013589006591217,0.11273907216632321,0.1711066814287162,0.016436860990136817,0.014891954021124398,119,141,159,98,44,29,14758,102666,76060,67384,27.190515247201088,4.308041424495493,18.53150684931507,39.536986301369865,21504973.58817486,25463702.78947017,15.343959397089716,20.699060265274372,2.433771102626616,6.994442575668652,0.14282435113541855,0.10548309659785382,1.232692396154377,0.910805464832789,0.44515070185245886,0.280776101143442,0.13834583007498044,0.09936059616357698,2324,1433.3406593406594,-12.981142577715218,15.083321242593229,0.14282435113541855,0.13314205302362347,0.10548309659785382,1.232692396154377,0.910805464832789,0.4451507018524589,0.280776101143442,0.13834583007498044,0.09936059616357698,0.11586373987621473,0.10800914602782165,0.2583068831746324,0.2915650827238297,0.393555361332168,0.05657267276936995,0.7747252747252747
Portugal,2324,92,92,92409,1610,134,145.7315503070131,119,132.8203082429245,107,120.55045969039202,1313,1078,446.85797003284097,285.85814537946135,266.2820099974051,120.55045969039202,217,12,832550000,370000000,250000000,110000000,0.056277650255548685,1388,186,13.301204808056356,34.08965416625142,53.133363456465304,13.301204808056356,32.09298493620008,47.83521975483745,0.09127196396411531,0.23392089149147624,0.3645975311765303,0.10014436033177122,0.24162709272969718,0.360149892645545,0.04132136399412343,0.04021589695722764,34,53,65,37,15,7,12714,44245,22345,13105,28.212015345122193,4.0541834493484235,19.92054794520548,35.57260273972603,15259105.714811329,18597570.87790039,24.207263361793764,23.083056996545775,3.1023060524407797,4.837986732464954,0.14193249064085942,0.11740784309034057,1.2787715482258222,1.0498977372333864,0.4352088790372765,0.2784061410052216,0.1305067688212187,0.10421062883485374,2324,1004.445652173913,-11.731550307013094,1.1796917570754886,0.14193249064085942,0.12935783031807732,0.11740784309034057,1.2787715482258222,1.0498977372333864,0.4352088790372765,0.27840614100522154,0.13050676882121873,0.10421062883485376,0.11099127974639231,0.1011578889892799,0.1418151911610341,0.24180545184992805,0.4787953554307481,0.1375840015582898,0.5760869565217391
Austria,2223,31,31,46303,646,73,72.88195590255782,62,64.53120982879773,60,58.32288467139006,622,533,202.036366969347,114.8013760233298,131.20484057394788,58.32288467139006,107,3,231650000,120000000,82000000,32000000,0.07559079938218533,1031,172,9.705382015556095,25.714672539383173,39.26709957793355,9.705382015556095,24.89320003055036,35.46301380824298,0.13316577327496615,0.35282632334625236,0.5387766984524006,0.1503982652937179,0.38575442947052124,0.5495482558335244,0.07946370803783362,0.08141896656486278,21,24,26,14,11,6,630,22292,15040,8341,29.79128089869025,4.303275394081467,20.306849315068494,39.134246575342466,8499351.013973176,8803993.778485589,37.727469062479756,32.74443234295512,6.030602768719089,10.256180932092997,0.14166200961558004,0.11336327279928093,1.2089929378226032,1.0360019869122952,0.3927018341628238,0.22314156409087277,0.1418914541174438,0.11662311297324146,2223,1493.6451612903227,0.11804409744217992,8.468790171202272,0.14166200961558006,0.12543050956939714,0.11336327279928093,1.2089929378226032,1.0360019869122952,0.3927018341628238,0.22314156409087277,0.14189145411744378,0.11662311297324147,0.11717356254430518,0.10374792576977127,0.18013951579811244,0.3248169665032503,0.48143748785175905,0.013606029846878172,0.7741935483870968
Senegal,2526,36,36,36104,544,48,56.50593162328005,41,50.436619468033314,36,31.356325562112033,426,294,149.00431564450264,89.87218301557004,87.86225718539208,31.356325562112033,66,4,491200000,200000000,130000000,50000000,0.06253216214495644,743,85,8.347075961530209,18.43367610871792,26.956174306571484,6.8247382417321205,15.941747101023793,22.88887153379619,0.1477203493817147,0.3262255055206164,0.47705034732080637,0.1353131576563658,0.3160748533340475,0.4538145453682346,0.06826220134282664,0.06412274005502698,17,26,30,15,7,2,3786,6660,15778,9880,26.157160820035884,4.2858851073155835,18.21917808219178,36.54794520547945,17978897.853554573,15588620.07226989,26.042959228894304,26.11092029649968,2.973659428318192,3.704458917711988,0.14085790621801472,0.07816500389403064,1.061932195878573,0.7328827830711279,0.3714377467318091,0.2240332503711861,0.11965433192998005,0.08974074894748503,2526,1002.8888888888889,-8.505931623280048,-2.4366194680333138,0.14085790621801475,0.1257283334844615,0.07816500389403067,1.061932195878573,0.7328827830711278,0.3714377467318091,0.22403325037118613,0.11965433192998007,0.08974074894748504,0.13264303197953062,0.11839582034749604,0.2736538887657877,0.4370152891646355,0.18446709505871925,0.10486372701085753,0.7222222222222222
Netherlands,2425,53,53,90226,1321,126,140.8150532077998,119,134.73248666152358,81,88.39973677508533,992,733,452.06039969902486,293.687824816443,229.21478998288512,88.39973677508533,164,5,1082150000,350000000,225000000,90000000,0.039000936103317084,1226,124,17.624735414981842,36.667611222714186,52.96343415416777,17.624735414981842,34.29235573858023,47.98763961531222,0.12516229631340012,0.26039553575713276,0.3761205421412582,0.13081281175533332,0.25452180530691054,0.35616977615701023,0.047255332002543345,0.04674347425438605,39,46,48,34,16,10,11734,43377,24373,10742,28.7124989941544,4.158995116753192,20.73972602739726,36.97808219178082,24004339.65819165,21293162.260949347,26.857890186864097,24.868142839823946,2.4615521024981715,3.9949169444837893,0.14046233667348637,0.08817831123797662,0.9895152173431162,0.7311639660408308,0.45092806921410944,0.2929521893188202,0.12568439252543612,0.0807971094806375,2425,1702.377358490566,-14.815053207799792,-8.73248666152358,0.14046233667348637,0.13439500586900807,0.08817831123797663,0.9895152173431162,0.7311639660408309,0.4509280692141094,0.2929521893188202,0.12568439252543612,0.08079710948063751,0.14195065847560462,0.13581903897331007,0.11905659122647574,0.2701327776915745,0.4807594263294394,0.13005120475251036,0.8679245283018868
