"Outcome","Date","diff_total_goals","diff_total_xg","diff_total_xa","diff_total_shots","diff_total_key_passes","diff_total_xgchain","diff_avg_xg_per90","diff_avg_xa_per90","diff_avg_xgbuildup_per90","diff_total_yellows","diff_total_reds","diff_avg_height","diff_total_market_value","diff_total_intl_caps","diff_elo"
"Draw",2021-06-02,-24,-21.6796347065829,-24.015470105689,-228,-206,8.46561458799965,-0.0691533119594739,-0.0732884820018823,0.092318694336903,-21,2,11.2727272727273,113150000,-304,-162
"Home_Lose",2021-06-02,-19,-9.7613874697127,-3.25583066558464,8,37,36.7769625969234,0.00345742774243904,0.0122276843978582,0.15525925333651,-3,3,-2.09090909090909,-1.34e+08,125,-184
"Draw",2021-06-02,24,21.6796347065829,24.015470105689,228,206,-8.46561458799965,0.0691533119594739,0.0732884820018823,-0.092318694336903,21,-2,-11.2727272727273,-113150000,304,162
"Draw",2021-06-03,-1,-12.3388915630058,13.3975608516485,57,156,41.9854275682009,-0.0735501401152805,0.0276634132803179,0.11367674036118,2,0,-2.27272727272728,321500000,-1,0
"Draw",2021-06-03,1,12.3388915630058,-13.3975608516485,-57,-156,-41.9854275682009,0.0735501401152805,-0.0276634132803179,-0.11367674036118,-2,0,2.27272727272728,-321500000,1,0
"Home_Win",2021-06-04,11,2.32612239988522,-7.89685176685454,-8,-84,-39.7954375976697,-0.00800921928834582,-0.0351494844961826,-0.165586642360444,-21,-4,7.09090909090909,-450500000,-244,0
"Draw",2021-06-04,-23,-32.0269916215912,-37.8613822730258,-383,-291,-80.9762052427977,-0.0829513432444938,-0.0978908893161978,-0.104102171054191,-48,-1,1.09090909090909,-19100000,-339,534
"Home_Lose",2021-06-04,-11,-2.32612239988522,7.89685176685454,8,84,39.7954375976697,0.00800921928834582,0.0351494844961826,0.165586642360444,21,4,-7.09090909090909,450500000,244,0
"Draw",2021-06-04,23,32.0269916215912,37.8613822730258,383,291,80.9762052427977,0.0829513432444938,0.0978908893161978,0.104102171054191,48,1,-1.09090909090909,19100000,339,-534
"Home_Win",2021-06-05,-29,-28.9470019722357,-6.4810032537207,-175,-49,-31.1770535628311,-0.074891802119258,-0.0143487560047776,0.0345158155086512,-4,0,4.90909090909091,-98800000,257,143
"Home_Lose",2021-06-05,29,28.9470019722357,6.4810032537207,175,49,31.1770535628311,0.074891802119258,0.0143487560047776,-0.0345158155086512,4,0,-4.90909090909091,98800000,-257,-143
"Home_Win",2021-06-06,-20,-29.9349053082987,-9.37578752264382,-175,-138,-55.3373946631327,-0.0908998188522336,-0.0327306251369595,-0.074891268753359,-5,-1,3,17700000,-217,0
"Home_Lose",2021-06-06,20,29.9349053082987,9.37578752264382,175,138,55.3373946631327,0.0908998188522336,0.0327306251369595,0.074891268753359,5,1,-3,-17700000,217,0
"Draw",2021-06-08,37,38.089779291302,31.2319526150823,343,265,40.8257511397824,0.108790601411897,0.0912582384273296,0.0211314799455757,18,1,-6.18181818181819,70725000,345,0
"Home_Lose",2021-06-08,20,33.5050482051447,-1.55916188936681,188,-21,-39.6586829083972,0.148456765973551,0.0162590615295743,-0.132850755017829,11,1,-5.36363636363637,-163500000,162,0
"Home_Win",2021-06-08,42.875,55.2119211510289,18.7488575766328,204.25,98,104.402663615299,0.0613211570467256,-0.0336971945928162,0.0603381699177756,16.375,-1.75,1.82954545454547,29512500,247.625,0
"Home_Win",2021-06-08,10,10.9154502055608,2.73038821015507,-12,43,-11.940460368991,0.0514095319763174,0.015695347089804,-0.0611590827782039,1,-5,1.81818181818181,10400000,-93,-105
"Draw",2021-06-08,-37,-38.089779291302,-31.2319526150823,-343,-265,-40.8257511397824,-0.108790601411897,-0.0912582384273296,-0.0211314799455757,-18,-1,6.18181818181819,-70725000,-345,0
"Home_Win",2021-06-08,-20,-33.5050482051447,1.55916188936681,-188,21,39.6586829083972,-0.148456765973551,-0.0162590615295743,0.132850755017829,-11,-1,5.36363636363637,163500000,-162,0
"Home_Lose",2021-06-08,-42.875,-55.2119211510289,-18.7488575766328,-204.25,-98,-104.402663615299,-0.0613211570467256,0.0336971945928162,-0.0603381699177756,-16.375,1.75,-1.82954545454547,-29512500,-247.625,0
"Home_Lose",2021-06-08,-10,-10.9154502055608,-2.73038821015507,12,-43,11.940460368991,-0.0514095319763174,-0.015695347089804,0.0611590827782039,-1,5,-1.81818181818181,-10400000,93,105
"Home_Lose",2021-06-11,-43,-42.73774896143,-23.5914788153023,-327,-186,-51.9642899329773,-0.109406478532135,-0.0598517547791582,0.0263896634100851,-17,0,5,-104100000,378,143
"Home_Win",2021-06-11,43,42.73774896143,23.5914788153023,327,186,51.9642899329773,0.109406478532135,0.0598517547791582,-0.0263896634100851,17,0,-5,104100000,-378,-143
"Draw",2021-06-12,-7,1.52141564618799,0.541064646095041,74,22,14.5104199219494,-0.00138601309496986,-0.000129759174556543,0.0425706080966172,22,4,-6.09090909090909,-12900000,287,105
"Draw",2021-06-12,7,-1.52141564618799,-0.541064646095041,-74,-22,-14.5104199219494,0.00138601309496986,0.000129759174556543,-0.0425706080966172,-22,-4,6.09090909090909,12900000,-287,-105
"Home_Win",2021-06-13,26,23.8889134121128,10.1012203153223,159,52,-43.9951025201009,0.0605390483706732,0.0242620098134705,-0.222479964239025,-15,-1,3.81818181818181,-550200000,119,0
"Home_Win",2021-06-13,3,-6.67964954860499,4.93453706149016,-99,-3,-53.4845796599984,-0.0438035591578458,-0.00356339772611533,-0.111431195958169,20,-2,0.545454545454533,136200000,-327,470
"Home_Lose",2021-06-13,-26,-23.8889134121128,-10.1012203153223,-159,-52,43.9951025201009,-0.0605390483706732,-0.0242620098134705,0.222479964239025,15,1,-3.81818181818181,550200000,-119,0
"Home_Lose",2021-06-13,-3,6.67964954860499,-4.93453706149016,99,3,53.4845796599984,0.0438035591578458,0.00356339772611533,0.111431195958169,-20,2,-0.545454545454533,-136200000,327,-470
"Home_Lose",2021-06-14,14,7.51721876347438,16.6209135754034,171,135,41.7272134767847,0.0193617527280915,0.0459497367889675,0.0665094149732893,5,0,-5.18181818181819,97075000,94,162
"Draw",2021-06-14,-40,-41.0817192252725,-19.8329804195091,-258,-129,-52.3602011883632,-0.129613977484903,-0.0713180874626803,-0.0323711809271107,-28,2,0.909090909090907,-118200000,-148,196
"Home_Win",2021-06-14,-14,-7.51721876347438,-16.6209135754034,-171,-135,-41.7272134767847,-0.0193617527280915,-0.0459497367889675,-0.0665094149732893,-5,0,5.18181818181819,-97075000,-94,-162
"Draw",2021-06-14,40,41.0817192252725,19.8329804195091,258,129,52.3602011883632,0.129613977484903,0.0713180874626803,0.0323711809271107,28,-2,-0.909090909090907,118200000,148,-196
"Home_Win",2021-06-15,-26.3333333333333,-22.0015738724421,-23.9086022990134,-244.666666666667,-102.666666666667,-57.8796353824438,-0.110137799702682,-0.122170025446158,-0.0570320626329442,9.66666666666667,1,9.36363636363637,-73800000,-564,254
"Home_Win",2021-06-15,17.2857142857143,20.0876961942053,14.4587511573696,122.047619047619,91.6666666666667,41.8308500624484,0.150759555694136,0.193165108630919,0.207366900376604,9.42857142857143,0,-0.523809523809518,36954761.9047619,686.714285714286,163
"Home_Win",2021-06-15,-9.625,-20.929268364911,-4.14917058136778,-127.875,-33,-20.5807535281637,-0.188128419044405,0.0256645713838073,0.100481376212285,-15.125,-1.375,-13,-1.76e+08,-93.5,-68
"Home_Win",2021-06-15,-1,1.32560475729407,-15.8763127047568,96,-130,-5.90298459306358,0.00137717694751126,-0.0416180334469909,0.0121551498490612,0,0,3.72727272727272,176500000,117,142
"Home_Lose",2021-06-15,26.3333333333333,22.0015738724421,23.9086022990134,244.666666666667,102.666666666667,57.8796353824438,0.110137799702682,0.122170025446158,0.0570320626329442,-9.66666666666667,-1,-9.36363636363637,73800000,564,-254
"Home_Lose",2021-06-15,-17.2857142857143,-20.0876961942053,-14.4587511573696,-122.047619047619,-91.6666666666667,-41.8308500624484,-0.150759555694136,-0.193165108630919,-0.207366900376604,-9.42857142857143,0,0.523809523809518,-36954761.9047619,-686.714285714286,-163
"Home_Lose",2021-06-15,9.625,20.929268364911,4.14917058136778,127.875,33,20.5807535281637,0.188128419044405,-0.0256645713838073,-0.100481376212285,15.125,1.375,13,1.76e+08,93.5,68
"Home_Lose",2021-06-15,1,-1.32560475729407,15.8763127047568,-96,130,5.90298459306358,-0.00137717694751126,0.0416180334469909,-0.0121551498490612,0,0,-3.72727272727272,-176500000,-117,-142
"Home_Win",2021-06-17,-23,-29.8158186073415,-20.1277322154493,-152,-235,-5.22226047981565,-0.0959626096079066,-0.0662676614623543,0.0139590918022683,-20,0,10.6363636363636,142700000,-140,-286
"Home_Lose",2021-06-17,23,29.8158186073415,20.1277322154493,152,235,5.22226047981565,0.0959626096079066,0.0662676614623543,-0.0139590918022683,20,0,-10.6363636363636,-142700000,140,286
"Home_Win",2021-06-18,-41,-37.6931449212134,-25.0722794951871,-421,-264,-47.3521607220173,-0.115148959611149,-0.0757692189275686,-0.0588507871675064,-25,1,10.5454545454546,-328425000,-143,0
"Draw",2021-06-18,29,32.0944396825507,11.0544692892581,186,130,72.1227056076751,0.086517181791931,0.0302646295776966,0.101040960129583,-13,1,-3,65325000,132,0
"Draw",2021-06-18,18,17.8975713704713,-0.631907224655109,-84,-8,-23.0890875291081,0.0233518699059937,-0.0192485049373862,-0.0768996508018753,2,-1,2.72727272727272,104450000,-289,308
"Home_Lose",2021-06-18,41,37.6931449212134,25.0722794951871,421,264,47.3521607220173,0.115148959611149,0.0757692189275686,0.0588507871675064,25,-1,-10.5454545454546,328425000,143,0
"Draw",2021-06-18,-29,-32.0944396825507,-11.0544692892581,-186,-130,-72.1227056076751,-0.086517181791931,-0.0302646295776966,-0.101040960129583,13,-1,3,-65325000,-132,0
"Draw",2021-06-18,-18,-17.8975713704713,0.631907224655109,84,8,23.0890875291081,-0.0233518699059937,0.0192485049373862,0.0768996508018753,-2,1,-2.72727272727272,-104450000,289,-308
"Home_Lose",2021-06-19,21,28.6694753868506,28.5207923389971,368,223,51.8526496328413,0.0729041446123701,0.0720870316961386,0.0550630503854557,33,3,-3,91800000,317,-435
"Home_Win",2021-06-19,-21,-28.6694753868506,-28.5207923389971,-368,-223,-51.8526496328413,-0.0729041446123701,-0.0720870316961386,-0.0550630503854557,-33,-3,3,-91800000,-317,435
"Home_Win",2021-06-20,-43,-33.078239671886,-24.1584552451968,-259,-231,-32.660367919132,-0.110781471347142,-0.0845014768927579,-0.0608492971684125,-26,-1,1.63636363636363,-116250000,342,382
"Home_Lose",2021-06-20,43,33.078239671886,24.1584552451968,259,231,32.660367919132,0.110781471347142,0.0845014768927579,0.0608492971684125,26,1,-1.63636363636363,116250000,-342,-382
"Home_Win",2021-06-21,-42,-50.0320364842191,-11.6747186435386,-364,-108,-5.36673315381637,-0.18869909972643,-0.0481058056472507,0.0548259531936731,-23,1,8.27272727272728,-6925000,-144,0
"Home_Lose",2021-06-21,42,50.0320364842191,11.6747186435386,364,108,5.36673315381637,0.18869909972643,0.0481058056472507,-0.0548259531936731,23,-1,-8.27272727272728,6925000,144,0
"Home_Win",2021-06-22,15,24.5772209190763,-5.56644428614527,15,-5,30.3954921308903,0.0671554290638395,-0.0156851072112709,0.0345315451562936,-18,1,2.18181818181819,-31750000,38,-162
"Home_Lose",2021-06-22,-32,-25.4147901339457,-15.9890063507483,-87,-127,-18.6381259476766,-0.0427136226340852,-0.0267012318515813,0.010390235828586,-7,1,2.45454545454547,-201525000,195,-470
"Home_Lose",2021-06-22,-15,-24.5772209190763,5.56644428614527,-15,5,-30.3954921308903,-0.0671554290638395,0.0156851072112709,-0.0345315451562936,18,-1,-2.18181818181819,31750000,-38,162
"Home_Win",2021-06-22,32,25.4147901339457,15.9890063507483,87,127,18.6381259476766,0.0427136226340852,0.0267012318515813,-0.010390235828586,7,-1,-2.45454545454547,201525000,-195,470
"Home_Win",2021-06-23,-15,-21.5627910122275,-17.9980720821768,-167,-136,4.19966492243113,-0.068548267659019,-0.0594114943096531,0.0568933218785804,-6,-3,3.27272727272728,99700000,-363,0
"Draw",2021-06-23,22,27.3438706295565,44.397105043754,272,353,57.7556342259049,0.0715269676648588,0.11370506514313,0.0429079005363945,33,3,-6.72727272727272,-84700000,200,-577
"Home_Lose",2021-06-23,15,21.5627910122275,17.9980720821768,167,136,-4.19966492243113,0.068548267659019,0.0594114943096531,-0.0568933218785804,6,3,-3.27272727272728,-99700000,363,0
"Draw",2021-06-23,-22,-27.3438706295565,-44.397105043754,-272,-353,-57.7556342259049,-0.0715269676648588,-0.11370506514313,-0.0429079005363945,-33,-3,6.72727272727272,84700000,-200,577
"Draw",2021-06-27,11,2.32612239988522,-7.89685176685454,-8,-84,-39.7954375976697,-0.00800921928834582,-0.0351494844961826,-0.165586642360444,-21,-4,7.09090909090909,-450500000,-244,0
"Home_Lose",2021-06-27,-10,-14.1624159431085,-7.39455653028565,-57,-71,50.1928280647844,-0.0497915592313824,-0.0273387452129148,0.158828109310192,-16,2,6.09090909090907,210225000,-210,0
"Home_Win",2021-06-27,4,-8.24411015864465,-29.5577671378851,-206,-258,-53.8885176032781,-0.0167519997661498,-0.0729153455153593,-0.086950219534314,-40,-2,1.45454545454547,-48800000,0,0
"Draw",2021-06-27,-11,-2.32612239988522,7.89685176685454,8,84,39.7954375976697,0.00800921928834582,0.0351494844961826,0.165586642360444,21,4,-7.09090909090909,450500000,244,0
"Home_Win",2021-06-27,10,14.1624159431085,7.39455653028565,57,71,-50.1928280647844,0.0497915592313824,0.0273387452129148,-0.158828109310192,16,-2,-6.09090909090907,-210225000,210,0
"Home_Lose",2021-06-27,-4,8.24411015864465,29.5577671378851,206,258,53.8885176032781,0.0167519997661498,0.0729153455153593,0.086950219534314,40,2,-1.45454545454547,48800000,0,0
"Home_Win",2021-06-28,-1,-12.3388915630058,13.3975608516485,57,156,41.9854275682009,-0.0735501401152805,0.0276634132803179,0.11367674036118,2,0,-2.27272727272728,321500000,-1,0
"Home_Lose",2021-06-28,47,53.7177867712453,17.6794026577845,352,171,82.4250823026523,0.157099162330578,0.057706168937798,0.0920432202732364,13,0,-2.63636363636363,-47400000,556,-534
"Draw",2021-06-28,-12,-10.0262633059174,-7.49680274166166,-15,-55,-14.9194400990383,-0.0306352644618458,-0.0218634533811569,-0.020832236470686,1,-1,6.81818181818181,221200000,-546,195
"Home_Lose",2021-06-28,1,12.3388915630058,-13.3975608516485,-57,-156,-41.9854275682009,0.0735501401152805,-0.0276634132803179,-0.11367674036118,-2,0,2.27272727272728,-321500000,1,0
"Home_Win",2021-06-28,-47,-53.7177867712453,-17.6794026577845,-352,-171,-82.4250823026523,-0.157099162330578,-0.057706168937798,-0.0920432202732364,-13,0,2.63636363636363,47400000,-556,534
"Draw",2021-06-28,12,10.0262633059174,7.49680274166166,15,55,14.9194400990383,0.0306352644618458,0.0218634533811569,0.020832236470686,-1,1,-6.81818181818181,-221200000,546,-195
"Home_Win",2021-06-29,48,43.6806209878997,13.273349785246,238,100,-0.183052967302544,0.103248404540608,0.0283389135916235,-0.0684270963536681,18,0,-4,161500000,207,35
"Home_Lose",2021-06-29,-48,-43.6806209878997,-13.273349785246,-238,-100,0.183052967302544,-0.103248404540608,-0.0283389135916235,0.0684270963536681,-18,0,4,-161500000,-207,-35
"Home_Win",2021-06-30,8.66666666666666,18.5443172373085,-11.9485264192335,199.111111111111,-81.5555555555556,12.7137158749521,0.0348850600280303,-0.0668315695442825,-0.0633672182316523,12.4444444444444,1.77777777777778,3.16161616161617,54166666.6666667,-270.777777777778,-42
"Home_Lose",2021-06-30,-8.66666666666666,-18.5443172373085,11.9485264192335,-199.111111111111,81.5555555555556,-12.7137158749521,-0.0348850600280303,0.0668315695442825,0.0633672182316523,-12.4444444444444,-1.77777777777778,-3.16161616161617,-54166666.6666667,270.777777777778,42
"Draw",2021-07-02,13,14.709384297952,0.961079970933479,126,-7,38.1400111159311,0.0420596400414808,0.00604927755422513,0.0820265069884829,14,-1,-1.18181818181819,-117400000,685,-152
"Draw",2021-07-02,-13,-14.709384297952,-0.961079970933479,-126,7,-38.1400111159311,-0.0420596400414808,-0.00604927755422513,-0.0820265069884829,-14,1,1.18181818181819,117400000,-685,152
"Draw",2021-07-03,4,-0.396634370088599,-6.15967311989516,78,-1,6.52640958223485,0.00635835819925173,-0.0154890194997609,0.0377193072219307,7,-2,-4.36363636363637,257700000,-202,0
"Home_Win",2021-07-03,-11,-14.2008658791892,-21.13073229976,-184,-213,-84.8208536598833,-0.0482515530412242,-0.066996228613859,-0.2436114441846,-33,-2,10,-620925000,-226,0
"Draw",2021-07-03,-4,0.396634370088599,6.15967311989516,-78,1,-6.52640958223485,-0.00635835819925173,0.0154890194997609,-0.0377193072219307,-7,2,4.36363636363637,-257700000,202,0
"Home_Lose",2021-07-03,11,14.2008658791892,21.13073229976,184,213,84.8208536598833,0.0482515530412242,0.066996228613859,0.2436114441846,33,2,-10,620925000,226,0
"Draw",2021-07-06,-37,-38.089779291302,-31.2319526150823,-343,-265,-40.8257511397824,-0.108790601411897,-0.0912582384273296,-0.0211314799455757,-18,-1,6.18181818181819,-70725000,-345,0
"Draw",2021-07-06,37,38.089779291302,31.2319526150823,343,265,40.8257511397824,0.108790601411897,0.0912582384273296,0.0211314799455757,18,1,-6.18181818181819,70725000,345,0
"Home_Win",2021-07-10,-22,-16.5269882790744,-13.2338805329055,-176,-129,-45.0254160622135,-0.0402423337528784,-0.0318467441176765,-0.0780248018241561,-12,2,2.90909090909091,-170425000,18,0
"Home_Lose",2021-07-10,22,16.5269882790744,13.2338805329055,176,129,45.0254160622135,0.0402423337528784,0.0318467441176765,0.0780248018241561,12,-2,-2.90909090909091,170425000,-18,0
"Home_Win",2021-07-11,18,17.77072664164,0.109194124117497,50,29,47.6306115179322,0.0308503314583232,-0.0295153953307823,0.0627273528367563,16,2,7.72727272727275,46100000,125,265
"Home_Lose",2021-07-11,-18,-17.77072664164,-0.109194124117497,-50,-29,-47.6306115179322,-0.0308503314583232,0.0295153953307823,-0.0627273528367563,-16,-2,-7.72727272727275,-46100000,-125,-265
"Draw",2021-07-13,-18.3333333333333,-11.8955409528481,-26.2083256267942,-59.8888888888889,-204.355555555556,-60.5247710694662,0.0180093639895029,-0.102172171181443,0.0156370652566584,-41.5555555555556,0.977777777777778,0.888888888888886,-28233333.3333333,-306.777777777778,116
"Draw",2021-07-13,18.3333333333333,11.8955409528481,26.2083256267942,59.8888888888889,204.355555555556,60.5247710694662,-0.0180093639895029,0.102172171181443,-0.0156370652566584,41.5555555555556,-0.977777777777778,-0.888888888888886,28233333.3333333,306.777777777778,-116
"Home_Lose",2021-07-15,-81,-87.2421688186004,-4.71161740552634,-304,-62,-100.899062519427,-0.277013163131369,-0.00832438298074308,-0.120946566973923,9,-2,-4.09090909090909,-107200000,-562,0
"Home_Win",2021-07-15,81,87.2421688186004,4.71161740552634,304,62,100.899062519427,0.277013163131369,0.00832438298074308,0.120946566973923,-9,2,4.09090909090909,107200000,562,0
"Home_Win",2021-07-18,-63,-69.4714421769604,-4.60242328140885,-254,-33,-53.2684510014953,-0.246162831673046,-0.0378397783115254,-0.0582192141371671,25,0,3.63636363636365,-61100000,-437,265
"Home_Lose",2021-07-18,63,69.4714421769604,4.60242328140885,254,33,53.2684510014953,0.246162831673046,0.0378397783115254,0.0582192141371671,-25,0,-3.63636363636365,61100000,437,-265
"Home_Lose",2021-07-29,-29,-32.4530219383538,-26.275787374936,-200,-226.8,-113.23977906229,-0.00761510985631714,-0.0566448482150494,0.0206664284605099,-49,0.2,-3.27272727272728,-104900000,242,-107
"Home_Win",2021-07-29,-65,-71.4846059251576,-16.6184114487842,-195,-137,-93.2697431193666,-0.236902245490836,-0.0591440248894143,-0.116557069164968,30,1,2.63636363636365,-83600000,-159,0
"Home_Win",2021-07-29,29,32.4530219383538,26.275787374936,200,226.8,113.23977906229,0.00761510985631714,0.0566448482150494,-0.0206664284605099,49,-0.2,3.27272727272728,104900000,-242,107
"Home_Lose",2021-07-29,65,71.4846059251576,16.6184114487842,195,137,93.2697431193666,0.236902245490836,0.0591440248894143,0.116557069164968,-30,-1,-2.63636363636365,83600000,159,0
"Home_Win",2021-08-01,2,2.01316374819724,12.0159881673753,-59,104,40.0012921178713,-0.00926058618221032,0.021304246577889,0.0583378550278008,-5,-1,1,22500000,-278,265
"Home_Lose",2021-08-01,-2,-2.01316374819724,-12.0159881673753,59,-104,-40.0012921178713,0.00926058618221032,-0.021304246577889,-0.0583378550278008,5,1,-1,-22500000,278,-265
"Draw",2021-09-01,92,86.8308548997155,35.7984299394303,440,315,55.2073411336169,0.251110008167444,0.10159223928961,-0.082478844131797,22,-2,-6.81818181818181,407850000,165,0
"Draw",2021-09-01,-51,-50.5729209543205,-18.8033471060917,-206,-113,-12.6138905487023,-0.18325991270879,-0.0756781896157492,0.0331228962611307,-16,-2,2.72727272727272,171300000,-197,577
"Draw",2021-09-01,-92,-86.8308548997155,-35.7984299394303,-440,-315,-55.2073411336169,-0.251110008167444,-0.10159223928961,0.082478844131797,-22,2,6.81818181818181,-407850000,-165,0
"Draw",2021-09-01,51,50.5729209543205,18.8033471060917,206,113,12.6138905487023,0.18325991270879,0.0756781896157492,-0.0331228962611307,16,2,-2.72727272727272,-171300000,197,-577
"Draw",2021-09-02,103,84.2756017499293,58.0292574198296,531.333333333333,411.666666666667,184.379462826687,0.105117562911683,0.155593951871424,0.151766310678941,31,0,1.15151515151516,144383333.333333,901,-131
"Home_Win",2021-09-02,-31,-35.8311706050299,9.45601365622135,-180,105,79.4541205060669,-0.140447546685205,0.0188904229666083,0.298437397378274,10,3,-1.72727272727272,6.14e+08,82,0
"Home_Win",2021-09-02,40,41.0817192252725,19.8329804195091,258,129,52.3602011883632,0.129613977484903,0.0713180874626803,0.0323711809271107,28,-2,-0.909090909090907,118200000,148,-196
"Draw",2021-09-02,-103,-84.2756017499293,-58.0292574198296,-531.333333333333,-411.666666666667,-184.379462826687,-0.105117562911683,-0.155593951871424,-0.151766310678941,-31,0,-1.15151515151516,-144383333.333333,-901,131
"Home_Lose",2021-09-02,31,35.8311706050299,-9.45601365622135,180,-105,-79.4541205060669,0.140447546685205,-0.0188904229666083,-0.298437397378274,-10,-3,1.72727272727272,-6.14e+08,-82,0
"Home_Lose",2021-09-02,-40,-41.0817192252725,-19.8329804195091,-258,-129,-52.3602011883632,-0.129613977484903,-0.0713180874626803,-0.0323711809271107,-28,2,0.909090909090907,-118200000,-148,196
"Home_Lose",2021-09-04,-35,-41.5171012099833,-51.087624781765,-446,-408.8,-147.229134640843,-0.0250534914452066,-0.113910618941799,-0.00704190931979326,-65,-0.8,-2,-1.79e+08,66,-331
"Home_Lose",2021-09-04,29.3333333333333,28.0581397485609,10.4210129001488,271.666666666667,1.66666666666666,33.8211862528698,0.145429568770074,0.0748520591891884,0.0110086984567064,-14.6666666666667,0,-0.545454545454533,20400000,576,-77
"Home_Win",2021-09-04,35,41.5171012099833,51.087624781765,446,408.8,147.229134640843,0.0250534914452066,0.113910618941799,0.00704190931979326,65,0.8,2,1.79e+08,-66,331
