model_name,score_model_name,winner_model_name,history_scope,hybrid_mode,accuracy,roc_auc,mn_log_loss,split_type,rmse,mae,mean_actual_goals,mean_pred_goals,fallback_lambda,deterministic_champion,deterministic_runner_up,sampled_champion,sampled_champion_prob
xgboost,score_poisson_glm,xgboost,full_history_80_20,hybrid_score_plus_winner,0.564179104477612,0.5716441244909832,1.2963901244238774,latest_season,1.0245733589540873,0.8154421170637506,1.32,1.4148769492053155,1.5401234567901223,Argentina,France,Argentina,0.58
